"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"12","chr12_25250935_25250936","chr12",25249935,25251935,2001,"+","chr12.25249935.25251935","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250935,25250936,"+","KRAS","chr12_25250935_25250936_KRAS"
"13","chr17_65536681_65536682","chr17",65535681,65537681,2001,"+","chr17.65535681.65537681","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65536681,65536682,"+","AXIN2","chr17_65536681_65536682_AXIN2"
"14","chr17_65558728_65558729","chr17",65557728,65559728,2001,"+","chr17.65557728.65559728","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65558728,65558729,"+","AXIN2","chr17_65558728_65558729_AXIN2"
"15","chr17_65558886_65558887","chr17",65557886,65559886,2001,"+","chr17.65557886.65559886","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65558886,65558887,"+","AXIN2","chr17_65558886_65558887_AXIN2"
"16","chr17_65559280_65559281","chr17",65558280,65560280,2001,"+","chr17.65558280.65560280","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65559280,65559281,"+","AXIN2","chr17_65559280_65559281_AXIN2"
"17","chr17_65559352_65559353","chr17",65558352,65560352,2001,"+","chr17.65558352.65560352","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65559352,65559353,"+","AXIN2","chr17_65559352_65559353_AXIN2"
"18","chr17_65559495_65559496","chr17",65558495,65560495,2001,"+","chr17.65558495.65560495","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65559495,65559496,"+","AXIN2","chr17_65559495_65559496_AXIN2"
"19","chr17_65560295_65560296","chr17",65559295,65561295,2001,"+","chr17.65559295.65561295","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65560295,65560296,"+","AXIN2","chr17_65560295_65560296_AXIN2"
"20","chr17_65560309_65560310","chr17",65559309,65561309,2001,"+","chr17.65559309.65561309","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65560309,65560310,"+","AXIN2","chr17_65560309_65560310_AXIN2"
"21","chr17_65560556_65560557","chr17",65559556,65561556,2001,"+","chr17.65559556.65561556","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65560556,65560557,"+","AXIN2","chr17_65560556_65560557_AXIN2"
"22","chr17_65561190_65561191","chr17",65560190,65562190,2001,"+","chr17.65560190.65562190","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561190,65561191,"+","AXIN2","chr17_65561190_65561191_AXIN2"
"23","chr17_65561594_65561595","chr17",65560594,65562594,2001,"+","chr17.65560594.65562594","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561594,65561595,"+","AXIN2","chr17_65561594_65561595_AXIN2"
"24","chr17_65561646_65561647","chr17",65560646,65562646,2001,"+","chr17.65560646.65562646","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561646,65561647,"+","AXIN2","chr17_65561646_65561647_AXIN2"
"25","chr17_65561647_65561648","chr17",65560647,65562647,2001,"+","chr17.65560647.65562647","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561647,65561648,"+","AXIN2","chr17_65561647_65561648_AXIN2"
"26","chr17_65562066_65562067","chr17",65561066,65563066,2001,"+","chr17.65561066.65563066","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65562066,65562067,"+","AXIN2","chr17_65562066_65562067_AXIN2"
"27","chr20_45812575_45812576","chr20",45811575,45813575,2001,"+","chr20.45811575.45813575","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812575,45812576,"+","UBE2C","chr20_45812575_45812576_UBE2C"
"28","chr20_45812613_45812614","chr20",45811613,45813613,2001,"+","chr20.45811613.45813613","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812613,45812614,"+","UBE2C","chr20_45812613_45812614_UBE2C"
"29","chr20_45812634_45812635","chr20",45811634,45813634,2001,"+","chr20.45811634.45813634","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812634,45812635,"+","UBE2C","chr20_45812634_45812635_UBE2C"
"30","chr20_45812638_45812639","chr20",45811638,45813638,2001,"+","chr20.45811638.45813638","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812638,45812639,"+","UBE2C","chr20_45812638_45812639_UBE2C"
"31","chr20_45812643_45812644","chr20",45811643,45813643,2001,"+","chr20.45811643.45813643","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812643,45812644,"+","UBE2C","chr20_45812643_45812644_UBE2C"
"32","chr20_45812657_45812658","chr20",45811657,45813657,2001,"+","chr20.45811657.45813657","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812657,45812658,"+","UBE2C","chr20_45812657_45812658_UBE2C"
"33","chr20_45812673_45812674","chr20",45811673,45813673,2001,"+","chr20.45811673.45813673","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812673,45812674,"+","UBE2C","chr20_45812673_45812674_UBE2C"
"34","chr20_45813005_45813006","chr20",45812005,45814005,2001,"+","chr20.45812005.45814005","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45813005,45813006,"+","UBE2C","chr20_45813005_45813006_UBE2C"
"35","chr20_45814409_45814410","chr20",45813409,45815409,2001,"+","chr20.45813409.45815409","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45814409,45814410,"+","UBE2C","chr20_45814409_45814410_UBE2C"
"36","chr6_43770183_43770184","chr6",43769183,43771183,2001,"+","chr6.43769183.43771183","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770183,43770184,"+","VEGFA","chr6_43770183_43770184_VEGFA"
"37","chr6_43770210_43770211","chr6",43769210,43771210,2001,"+","chr6.43769210.43771210","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770210,43770211,"+","VEGFA","chr6_43770210_43770211_VEGFA"
"38","chr6_43770212_43770213","chr6",43769212,43771212,2001,"+","chr6.43769212.43771212","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770212,43770213,"+","VEGFA","chr6_43770212_43770213_VEGFA"
"39","chr6_43770706_43770707","chr6",43769706,43771706,2001,"+","chr6.43769706.43771706","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770706,43770707,"+","VEGFA","chr6_43770706_43770707_VEGFA"
"40","chr6_43770781_43770782","chr6",43769781,43771781,2001,"+","chr6.43769781.43771781","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770781,43770782,"+","VEGFA","chr6_43770781_43770782_VEGFA"
"41","chr6_43770792_43770793","chr6",43769792,43771792,2001,"+","chr6.43769792.43771792","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770792,43770793,"+","VEGFA","chr6_43770792_43770793_VEGFA"
"42","chr6_43771082_43771083","chr6",43770082,43772082,2001,"+","chr6.43770082.43772082","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771082,43771083,"+","VEGFA","chr6_43771082_43771083_VEGFA"
"43","chr6_43771152_43771153","chr6",43770152,43772152,2001,"+","chr6.43770152.43772152","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771152,43771153,"+","VEGFA","chr6_43771152_43771153_VEGFA"
"44","chr6_43771208_43771209","chr6",43770208,43772208,2001,"+","chr6.43770208.43772208","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771208,43771209,"+","VEGFA","chr6_43771208_43771209_VEGFA"
"45","chr6_43771246_43771247","chr6",43770246,43772246,2001,"+","chr6.43770246.43772246","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771246,43771247,"+","VEGFA","chr6_43771246_43771247_VEGFA"
"46","chr6_43771991_43771992","chr6",43770991,43772991,2001,"+","chr6.43770991.43772991","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771991,43771992,"+","VEGFA","chr6_43771991_43771992_VEGFA"
"47","chr6_43773171_43773172","chr6",43772171,43774171,2001,"+","chr6.43772171.43774171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43773171,43773172,"+","VEGFA","chr6_43773171_43773172_VEGFA"
"48","chr6_43774352_43774353","chr6",43773352,43775352,2001,"+","chr6.43773352.43775352","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43774352,43774353,"+","VEGFA","chr6_43774352_43774353_VEGFA"
"49","chr6_43777719_43777720","chr6",43776719,43778719,2001,"+","chr6.43776719.43778719","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43777719,43777720,"+","VEGFA","chr6_43777719_43777720_VEGFA"
"50","chr6_43778171_43778172","chr6",43777171,43779171,2001,"+","chr6.43777171.43779171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43778171,43778172,"+","VEGFA","chr6_43778171_43778172_VEGFA"
"51","chr7_55109722_55109723","chr7",55108722,55110722,2001,"+","chr7.55108722.55110722","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55109722,55109723,"+","EGFR","chr7_55109722_55109723_EGFR"
"52","chr7_55163752_55163753","chr7",55162752,55164752,2001,"+","chr7.55162752.55164752","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55163752,55163753,"+","EGFR","chr7_55163752_55163753_EGFR"
"53","chr7_55192810_55192811","chr7",55191810,55193810,2001,"+","chr7.55191810.55193810","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55192810,55192811,"+","EGFR","chr7_55192810_55192811_EGFR"
"54","chr7_55198271_55198272","chr7",55197271,55199271,2001,"+","chr7.55197271.55199271","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55198271,55198272,"+","EGFR","chr7_55198271_55198272_EGFR"
"55","chr7_55200572_55200573","chr7",55199572,55201572,2001,"+","chr7.55199572.55201572","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55200572,55200573,"+","EGFR","chr7_55200572_55200573_EGFR"
