"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"32","chr17_7676776_7676777","chr17",7675776,7677776,2001,"+","chr17.7675776.7677776","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7676776,7676777,"+","TP53","chr17_7676776_7676777_TP53"
"33","chr17_7677438_7677439","chr17",7676438,7678438,2001,"+","chr17.7676438.7678438","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677438,7677439,"+","TP53","chr17_7677438_7677439_TP53"
"34","chr17_7677514_7677515","chr17",7676514,7678514,2001,"+","chr17.7676514.7678514","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677514,7677515,"+","TP53","chr17_7677514_7677515_TP53"
"35","chr17_7677555_7677556","chr17",7676555,7678555,2001,"+","chr17.7676555.7678555","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677555,7677556,"+","TP53","chr17_7677555_7677556_TP53"
"36","chr17_7677561_7677562","chr17",7676561,7678561,2001,"+","chr17.7676561.7678561","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677561,7677562,"+","TP53","chr17_7677561_7677562_TP53"
"37","chr17_7677577_7677578","chr17",7676577,7678577,2001,"+","chr17.7676577.7678577","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677577,7677578,"+","TP53","chr17_7677577_7677578_TP53"
"38","chr17_7686159_7686160","chr17",7685159,7687159,2001,"+","chr17.7685159.7687159","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7686159,7686160,"+","TP53","chr17_7686159_7686160_TP53"
"39","chr17_7686412_7686413","chr17",7685412,7687412,2001,"+","chr17.7685412.7687412","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7686412,7686413,"+","TP53","chr17_7686412_7686413_TP53"
"40","chr17_7687426_7687427","chr17",7686426,7688426,2001,"+","chr17.7686426.7688426","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687426,7687427,"+","TP53","chr17_7687426_7687427_TP53"
"41","chr17_7687480_7687481","chr17",7686480,7688480,2001,"+","chr17.7686480.7688480","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687480,7687481,"+","TP53","chr17_7687480_7687481_TP53"
"42","chr17_7687486_7687487","chr17",7686486,7688486,2001,"+","chr17.7686486.7688486","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687486,7687487,"+","TP53","chr17_7687486_7687487_TP53"
"43","chr17_7687489_7687490","chr17",7686489,7688489,2001,"+","chr17.7686489.7688489","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687489,7687490,"+","TP53","chr17_7687489_7687490_TP53"
"44","chr17_7687490_7687491","chr17",7686490,7688490,2001,"+","chr17.7686490.7688490","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687490,7687491,"+","TP53","chr17_7687490_7687491_TP53"
"45","chr17_7687510_7687511","chr17",7686510,7688510,2001,"+","chr17.7686510.7688510","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687510,7687511,"+","TP53","chr17_7687510_7687511_TP53"
"46","chr17_7687522_7687523","chr17",7686522,7688522,2001,"+","chr17.7686522.7688522","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687522,7687523,"+","TP53","chr17_7687522_7687523_TP53"
"47","chr17_7687537_7687538","chr17",7686537,7688537,2001,"+","chr17.7686537.7688537","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687537,7687538,"+","TP53","chr17_7687537_7687538_TP53"
"48","chr17_7687545_7687546","chr17",7686545,7688545,2001,"+","chr17.7686545.7688545","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687545,7687546,"+","TP53","chr17_7687545_7687546_TP53"
"49","chr18_51028527_51028528","chr18",51027527,51029527,2001,"+","chr18.51027527.51029527","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51028527,51028528,"+","SMAD4","chr18_51028527_51028528_SMAD4"
"50","chr18_51029613_51029614","chr18",51028613,51030613,2001,"+","chr18.51028613.51030613","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51029613,51029614,"+","SMAD4","chr18_51029613_51029614_SMAD4"
"51","chr18_51030098_51030099","chr18",51029098,51031098,2001,"+","chr18.51029098.51031098","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030098,51030099,"+","SMAD4","chr18_51030098_51030099_SMAD4"
"52","chr18_51030099_51030100","chr18",51029099,51031099,2001,"+","chr18.51029099.51031099","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030099,51030100,"+","SMAD4","chr18_51030099_51030100_SMAD4"
"53","chr18_51030208_51030209","chr18",51029208,51031208,2001,"+","chr18.51029208.51031208","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030208,51030209,"+","SMAD4","chr18_51030208_51030209_SMAD4"
"54","chr18_51030209_51030210","chr18",51029209,51031209,2001,"+","chr18.51029209.51031209","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030209,51030210,"+","SMAD4","chr18_51030209_51030210_SMAD4"
"55","chr18_51030210_51030211","chr18",51029210,51031210,2001,"+","chr18.51029210.51031210","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030210,51030211,"+","SMAD4","chr18_51030210_51030211_SMAD4"
"56","chr18_51030211_51030212","chr18",51029211,51031211,2001,"+","chr18.51029211.51031211","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030211,51030212,"+","SMAD4","chr18_51030211_51030212_SMAD4"
"57","chr18_51030212_51030213","chr18",51029212,51031212,2001,"+","chr18.51029212.51031212","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030212,51030213,"+","SMAD4","chr18_51030212_51030213_SMAD4"
"58","chr18_51030218_51030219","chr18",51029218,51031218,2001,"+","chr18.51029218.51031218","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030218,51030219,"+","SMAD4","chr18_51030218_51030219_SMAD4"
"59","chr18_51030220_51030221","chr18",51029220,51031220,2001,"+","chr18.51029220.51031220","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030220,51030221,"+","SMAD4","chr18_51030220_51030221_SMAD4"
"60","chr18_51030221_51030222","chr18",51029221,51031221,2001,"+","chr18.51029221.51031221","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030221,51030222,"+","SMAD4","chr18_51030221_51030222_SMAD4"
"61","chr18_51030222_51030223","chr18",51029222,51031222,2001,"+","chr18.51029222.51031222","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030222,51030223,"+","SMAD4","chr18_51030222_51030223_SMAD4"
"62","chr18_51030223_51030224","chr18",51029223,51031223,2001,"+","chr18.51029223.51031223","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030223,51030224,"+","SMAD4","chr18_51030223_51030224_SMAD4"
"63","chr18_51030259_51030260","chr18",51029259,51031259,2001,"+","chr18.51029259.51031259","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030259,51030260,"+","SMAD4","chr18_51030259_51030260_SMAD4"
"64","chr18_51030292_51030293","chr18",51029292,51031292,2001,"+","chr18.51029292.51031292","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030292,51030293,"+","SMAD4","chr18_51030292_51030293_SMAD4"
"65","chr18_51030581_51030582","chr18",51029581,51031581,2001,"+","chr18.51029581.51031581","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030581,51030582,"+","SMAD4","chr18_51030581_51030582_SMAD4"
"66","chr18_51030596_51030597","chr18",51029596,51031596,2001,"+","chr18.51029596.51031596","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030596,51030597,"+","SMAD4","chr18_51030596_51030597_SMAD4"
"67","chr18_51046919_51046920","chr18",51045919,51047919,2001,"+","chr18.51045919.51047919","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51046919,51046920,"+","SMAD4","chr18_51046919_51046920_SMAD4"
"68","chr18_51047046_51047047","chr18",51046046,51048046,2001,"+","chr18.51046046.51048046","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51047046,51047047,"+","SMAD4","chr18_51047046_51047047_SMAD4"
"69","chr18_51047178_51047179","chr18",51046178,51048178,2001,"+","chr18.51046178.51048178","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51047178,51047179,"+","SMAD4","chr18_51047178_51047179_SMAD4"
"70","chr18_51051092_51051093","chr18",51050092,51052092,2001,"+","chr18.51050092.51052092","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51051092,51051093,"+","SMAD4","chr18_51051092_51051093_SMAD4"
"71","chr18_51052325_51052326","chr18",51051325,51053325,2001,"+","chr18.51051325.51053325","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51052325,51052326,"+","SMAD4","chr18_51052325_51052326_SMAD4"
"72","chr18_51052954_51052955","chr18",51051954,51053954,2001,"+","chr18.51051954.51053954","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51052954,51052955,"+","SMAD4","chr18_51052954_51052955_SMAD4"
"73","chr18_51054838_51054839","chr18",51053838,51055838,2001,"+","chr18.51053838.51055838","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51054838,51054839,"+","SMAD4","chr18_51054838_51054839_SMAD4"
"74","chr18_51057243_51057244","chr18",51056243,51058243,2001,"+","chr18.51056243.51058243","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51057243,51057244,"+","SMAD4","chr18_51057243_51057244_SMAD4"
"75","chr18_51057349_51057350","chr18",51056349,51058349,2001,"+","chr18.51056349.51058349","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51057349,51057350,"+","SMAD4","chr18_51057349_51057350_SMAD4"
"76","chr18_51058510_51058511","chr18",51057510,51059510,2001,"+","chr18.51057510.51059510","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51058510,51058511,"+","SMAD4","chr18_51058510_51058511_SMAD4"
"77","chr18_51062985_51062986","chr18",51061985,51063985,2001,"+","chr18.51061985.51063985","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51062985,51062986,"+","SMAD4","chr18_51062985_51062986_SMAD4"
"78","chr19_35557736_35557737","chr19",35556736,35558736,2001,"+","chr19.35556736.35558736","chr19",35531409,35557477,26069,"+","NM_002151.5","HPN","chr19",35557736,35557737,"+","ATP4A","chr19_35557736_35557737_ATP4A"
"79","chr19_35557806_35557807","chr19",35556806,35558806,2001,"+","chr19.35556806.35558806","chr19",35531409,35557477,26069,"+","NM_002151.5","HPN","chr19",35557806,35557807,"+","ATP4A","chr19_35557806_35557807_ATP4A"
"80","chr2_112833574_112833575","chr2",112832574,112834574,2001,"+","chr2.112832574.112834574","chr2",112812845,112876891,64047,"+","NM_001329914.2","TMEM87B","chr2",112833574,112833575,"+","IL1B","chr2_112833574_112833575_IL1B"
"81","chr2_112836433_112836434","chr2",112835433,112837433,2001,"+","chr2.112835433.112837433","chr2",112812845,112876891,64047,"+","NM_001329914.2","TMEM87B","chr2",112836433,112836434,"+","IL1B","chr2_112836433_112836434_IL1B"
"82","chr2_112836701_112836702","chr2",112835701,112837701,2001,"+","chr2.112835701.112837701","chr2",112812845,112876891,64047,"+","NM_001329914.2","TMEM87B","chr2",112836701,112836702,"+","IL1B","chr2_112836701_112836702_IL1B"
"83","chr2_112836778_112836779","chr2",112835778,112837778,2001,"+","chr2.112835778.112837778","chr2",112812845,112876891,64047,"+","NM_001329914.2","TMEM87B","chr2",112836778,112836779,"+","IL1B","chr2_112836778_112836779_IL1B"
"84","chr2_112836815_112836816","chr2",112835815,112837815,2001,"+","chr2.112835815.112837815","chr2",112812845,112876891,64047,"+","NM_001329914.2","TMEM87B","chr2",112836815,112836816,"+","IL1B","chr2_112836815_112836816_IL1B"
"85","chr2_227805738_227805739","chr2",227804738,227806738,2001,"+","chr2.227804738.227806738","chr2",227664874,227863926,199053,"+","NM_001349069.2","RHBDD1","chr2",227805738,227805739,"+","CCL20","chr2_227805738_227805739_CCL20"
"86","chr2_227813841_227813842","chr2",227812841,227814841,2001,"+","chr2.227812841.227814841","chr2",227664874,227863926,199053,"+","NM_001349069.2","RHBDD1","chr2",227813841,227813842,"+","CCL20","chr2_227813841_227813842_CCL20"
"87","chr2_227813842_227813843","chr2",227812842,227814842,2001,"+","chr2.227812842.227814842","chr2",227664874,227863926,199053,"+","NM_001349069.2","RHBDD1","chr2",227813842,227813843,"+","CCL20","chr2_227813842_227813843_CCL20"
"88","chr2_227815368_227815369","chr2",227814368,227816368,2001,"+","chr2.227814368.227816368","chr2",227664874,227863926,199053,"+","NM_001349069.2","RHBDD1","chr2",227815368,227815369,"+","CCL20","chr2_227815368_227815369_CCL20"
"89","chr2_68974572_68974573","chr2",68973572,68975572,2001,"+","chr2.68973572.68975572","chr2",68961942,69053965,92024,"+","NM_001166277.2","ARHGAP25","chr2",68974572,68974573,"+","GKN1","chr2_68974572_68974573_GKN1"
"90","chr2_68974635_68974636","chr2",68973635,68975635,2001,"+","chr2.68973635.68975635","chr2",68961942,69053965,92024,"+","NM_001166277.2","ARHGAP25","chr2",68974635,68974636,"+","GKN1","chr2_68974635_68974636_GKN1"
"91","chr3_137998734_137998735","chr3",137997734,137999734,2001,"+","chr3.137997734.137999734","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",137998734,137998735,"+","CLDN18","chr3_137998734_137998735_CLDN18"
"92","chr3_138010094_138010095","chr3",138009094,138011094,2001,"+","chr3.138009094.138011094","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010094,138010095,"+","CLDN18","chr3_138010094_138010095_CLDN18"
"93","chr3_138010164_138010165","chr3",138009164,138011164,2001,"+","chr3.138009164.138011164","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010164,138010165,"+","CLDN18","chr3_138010164_138010165_CLDN18"
"94","chr3_138010215_138010216","chr3",138009215,138011215,2001,"+","chr3.138009215.138011215","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010215,138010216,"+","CLDN18","chr3_138010215_138010216_CLDN18"
"95","chr3_138010217_138010218","chr3",138009217,138011217,2001,"+","chr3.138009217.138011217","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010217,138010218,"+","CLDN18","chr3_138010217_138010218_CLDN18"
"96","chr4_87975666_87975667","chr4",87974666,87976666,2001,"+","chr4.87974666.87976666","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975666,87975667,"+","SPP1","chr4_87975666_87975667_SPP1"
"97","chr4_87975693_87975694","chr4",87974693,87976693,2001,"+","chr4.87974693.87976693","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975693,87975694,"+","SPP1","chr4_87975693_87975694_SPP1"
"98","chr4_87975710_87975711","chr4",87974710,87976710,2001,"+","chr4.87974710.87976710","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975710,87975711,"+","SPP1","chr4_87975710_87975711_SPP1"
"99","chr4_87975713_87975714","chr4",87974713,87976713,2001,"+","chr4.87974713.87976713","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975713,87975714,"+","SPP1","chr4_87975713_87975714_SPP1"
"100","chr4_87975714_87975715","chr4",87974714,87976714,2001,"+","chr4.87974714.87976714","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975714,87975715,"+","SPP1","chr4_87975714_87975715_SPP1"
"101","chr4_87975715_87975716","chr4",87974715,87976715,2001,"+","chr4.87974715.87976715","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975715,87975716,"+","SPP1","chr4_87975715_87975716_SPP1"
"102","chr4_87975716_87975717","chr4",87974716,87976716,2001,"+","chr4.87974716.87976716","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975716,87975717,"+","SPP1","chr4_87975716_87975717_SPP1"
"103","chr4_87975806_87975807","chr4",87974806,87976806,2001,"+","chr4.87974806.87976806","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975806,87975807,"+","SPP1","chr4_87975806_87975807_SPP1"
"104","chr4_87975828_87975829","chr4",87974828,87976828,2001,"+","chr4.87974828.87976828","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87975828,87975829,"+","SPP1","chr4_87975828_87975829_SPP1"
"105","chr4_87976597_87976598","chr4",87975597,87977597,2001,"+","chr4.87975597.87977597","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87976597,87976598,"+","SPP1","chr4_87976597_87976598_SPP1"
"106","chr4_87976824_87976825","chr4",87975824,87977824,2001,"+","chr4.87975824.87977824","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87976824,87976825,"+","SPP1","chr4_87976824_87976825_SPP1"
"107","chr4_87976879_87976880","chr4",87975879,87977879,2001,"+","chr4.87975879.87977879","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87976879,87976880,"+","SPP1","chr4_87976879_87976880_SPP1"
"108","chr4_87977003_87977004","chr4",87976003,87978003,2001,"+","chr4.87976003.87978003","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87977003,87977004,"+","SPP1","chr4_87977003_87977004_SPP1"
"109","chr4_87978424_87978425","chr4",87977424,87979424,2001,"+","chr4.87977424.87979424","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87978424,87978425,"+","SPP1","chr4_87978424_87978425_SPP1"
"110","chr4_87979198_87979199","chr4",87978198,87980198,2001,"+","chr4.87978198.87980198","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87979198,87979199,"+","SPP1","chr4_87979198_87979199_SPP1"
"111","chr4_87979406_87979407","chr4",87978406,87980406,2001,"+","chr4.87978406.87980406","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87979406,87979407,"+","SPP1","chr4_87979406_87979407_SPP1"
"112","chr6_36676440_36676441","chr6",36675440,36677440,2001,"+","chr6.36675440.36677440","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676440,36676441,"+","CDKN1A","chr6_36676440_36676441_CDKN1A"
"113","chr6_36676459_36676460","chr6",36675459,36677459,2001,"+","chr6.36675459.36677459","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676459,36676460,"+","CDKN1A","chr6_36676459_36676460_CDKN1A"
"114","chr6_36676465_36676466","chr6",36675465,36677465,2001,"+","chr6.36675465.36677465","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676465,36676466,"+","CDKN1A","chr6_36676465_36676466_CDKN1A"
"115","chr6_36676474_36676475","chr6",36675474,36677474,2001,"+","chr6.36675474.36677474","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676474,36676475,"+","CDKN1A","chr6_36676474_36676475_CDKN1A"
"116","chr6_36676477_36676478","chr6",36675477,36677477,2001,"+","chr6.36675477.36677477","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676477,36676478,"+","CDKN1A","chr6_36676477_36676478_CDKN1A"
"117","chr6_36676489_36676490","chr6",36675489,36677489,2001,"+","chr6.36675489.36677489","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676489,36676490,"+","CDKN1A","chr6_36676489_36676490_CDKN1A"
"118","chr6_36676507_36676508","chr6",36675507,36677507,2001,"+","chr6.36675507.36677507","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676507,36676508,"+","CDKN1A","chr6_36676507_36676508_CDKN1A"
