"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"12","chr12_25250935_25250936","chr12",25249935,25251935,2001,"+","chr12.25249935.25251935","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250935,25250936,"+","KRAS","chr12_25250935_25250936_KRAS"
"13","chr16_68770947_68770948","chr16",68769947,68771947,2001,"+","chr16.68769947.68771947","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68770947,68770948,"+","CDH1","chr16_68770947_68770948_CDH1"
"14","chr16_68801739_68801740","chr16",68800739,68802739,2001,"+","chr16.68800739.68802739","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68801739,68801740,"+","CDH1","chr16_68801739_68801740_CDH1"
"15","chr16_68808526_68808527","chr16",68807526,68809526,2001,"+","chr16.68807526.68809526","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68808526,68808527,"+","CDH1","chr16_68808526_68808527_CDH1"
"16","chr16_68812082_68812083","chr16",68811082,68813082,2001,"+","chr16.68811082.68813082","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68812082,68812083,"+","CDH1","chr16_68812082_68812083_CDH1"
"17","chr16_68823244_68823245","chr16",68822244,68824244,2001,"+","chr16.68822244.68824244","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68823244,68823245,"+","CDH1","chr16_68823244_68823245_CDH1"
"18","chr17_65536681_65536682","chr17",65535681,65537681,2001,"+","chr17.65535681.65537681","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65536681,65536682,"+","AXIN2","chr17_65536681_65536682_AXIN2"
"19","chr17_65558728_65558729","chr17",65557728,65559728,2001,"+","chr17.65557728.65559728","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65558728,65558729,"+","AXIN2","chr17_65558728_65558729_AXIN2"
"20","chr17_65558886_65558887","chr17",65557886,65559886,2001,"+","chr17.65557886.65559886","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65558886,65558887,"+","AXIN2","chr17_65558886_65558887_AXIN2"
"21","chr17_65559280_65559281","chr17",65558280,65560280,2001,"+","chr17.65558280.65560280","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65559280,65559281,"+","AXIN2","chr17_65559280_65559281_AXIN2"
"22","chr17_65559352_65559353","chr17",65558352,65560352,2001,"+","chr17.65558352.65560352","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65559352,65559353,"+","AXIN2","chr17_65559352_65559353_AXIN2"
"23","chr17_65559495_65559496","chr17",65558495,65560495,2001,"+","chr17.65558495.65560495","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65559495,65559496,"+","AXIN2","chr17_65559495_65559496_AXIN2"
"24","chr17_65560295_65560296","chr17",65559295,65561295,2001,"+","chr17.65559295.65561295","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65560295,65560296,"+","AXIN2","chr17_65560295_65560296_AXIN2"
"25","chr17_65560309_65560310","chr17",65559309,65561309,2001,"+","chr17.65559309.65561309","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65560309,65560310,"+","AXIN2","chr17_65560309_65560310_AXIN2"
"26","chr17_65560556_65560557","chr17",65559556,65561556,2001,"+","chr17.65559556.65561556","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65560556,65560557,"+","AXIN2","chr17_65560556_65560557_AXIN2"
"27","chr17_65561190_65561191","chr17",65560190,65562190,2001,"+","chr17.65560190.65562190","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561190,65561191,"+","AXIN2","chr17_65561190_65561191_AXIN2"
"28","chr17_65561594_65561595","chr17",65560594,65562594,2001,"+","chr17.65560594.65562594","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561594,65561595,"+","AXIN2","chr17_65561594_65561595_AXIN2"
"29","chr17_65561646_65561647","chr17",65560646,65562646,2001,"+","chr17.65560646.65562646","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561646,65561647,"+","AXIN2","chr17_65561646_65561647_AXIN2"
"30","chr17_65561647_65561648","chr17",65560647,65562647,2001,"+","chr17.65560647.65562647","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65561647,65561648,"+","AXIN2","chr17_65561647_65561648_AXIN2"
"31","chr17_65562066_65562067","chr17",65561066,65563066,2001,"+","chr17.65561066.65563066","chr17",65373396,65693372,319977,"+","NM_012417.4","PITPNC1","chr17",65562066,65562067,"+","AXIN2","chr17_65562066_65562067_AXIN2"
"32","chr17_7675118_7675119","chr17",7674118,7676118,2001,"+","chr17.7674118.7676118","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7675118,7675119,"+","TP53","chr17_7675118_7675119_TP53"
"33","chr17_7675492_7675493","chr17",7674492,7676492,2001,"+","chr17.7674492.7676492","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7675492,7675493,"+","TP53","chr17_7675492_7675493_TP53"
"34","chr17_7676593_7676594","chr17",7675593,7677593,2001,"+","chr17.7675593.7677593","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7676593,7676594,"+","TP53","chr17_7676593_7676594_TP53"
"35","chr17_7676776_7676777","chr17",7675776,7677776,2001,"+","chr17.7675776.7677776","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7676776,7676777,"+","TP53","chr17_7676776_7676777_TP53"
"36","chr17_7677438_7677439","chr17",7676438,7678438,2001,"+","chr17.7676438.7678438","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677438,7677439,"+","TP53","chr17_7677438_7677439_TP53"
"37","chr17_7677514_7677515","chr17",7676514,7678514,2001,"+","chr17.7676514.7678514","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677514,7677515,"+","TP53","chr17_7677514_7677515_TP53"
"38","chr17_7677555_7677556","chr17",7676555,7678555,2001,"+","chr17.7676555.7678555","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677555,7677556,"+","TP53","chr17_7677555_7677556_TP53"
"39","chr17_7677561_7677562","chr17",7676561,7678561,2001,"+","chr17.7676561.7678561","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677561,7677562,"+","TP53","chr17_7677561_7677562_TP53"
"40","chr17_7677577_7677578","chr17",7676577,7678577,2001,"+","chr17.7676577.7678577","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677577,7677578,"+","TP53","chr17_7677577_7677578_TP53"
"41","chr17_7686159_7686160","chr17",7685159,7687159,2001,"+","chr17.7685159.7687159","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7686159,7686160,"+","TP53","chr17_7686159_7686160_TP53"
"42","chr17_7686412_7686413","chr17",7685412,7687412,2001,"+","chr17.7685412.7687412","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7686412,7686413,"+","TP53","chr17_7686412_7686413_TP53"
"43","chr17_7687426_7687427","chr17",7686426,7688426,2001,"+","chr17.7686426.7688426","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687426,7687427,"+","TP53","chr17_7687426_7687427_TP53"
"44","chr17_7687480_7687481","chr17",7686480,7688480,2001,"+","chr17.7686480.7688480","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687480,7687481,"+","TP53","chr17_7687480_7687481_TP53"
"45","chr17_7687486_7687487","chr17",7686486,7688486,2001,"+","chr17.7686486.7688486","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687486,7687487,"+","TP53","chr17_7687486_7687487_TP53"
"46","chr17_7687489_7687490","chr17",7686489,7688489,2001,"+","chr17.7686489.7688489","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687489,7687490,"+","TP53","chr17_7687489_7687490_TP53"
"47","chr17_7687490_7687491","chr17",7686490,7688490,2001,"+","chr17.7686490.7688490","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687490,7687491,"+","TP53","chr17_7687490_7687491_TP53"
"48","chr17_7687510_7687511","chr17",7686510,7688510,2001,"+","chr17.7686510.7688510","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687510,7687511,"+","TP53","chr17_7687510_7687511_TP53"
"49","chr17_7687522_7687523","chr17",7686522,7688522,2001,"+","chr17.7686522.7688522","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687522,7687523,"+","TP53","chr17_7687522_7687523_TP53"
"50","chr17_7687537_7687538","chr17",7686537,7688537,2001,"+","chr17.7686537.7688537","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687537,7687538,"+","TP53","chr17_7687537_7687538_TP53"
"51","chr17_7687545_7687546","chr17",7686545,7688545,2001,"+","chr17.7686545.7688545","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687545,7687546,"+","TP53","chr17_7687545_7687546_TP53"
"52","chr18_51028527_51028528","chr18",51027527,51029527,2001,"+","chr18.51027527.51029527","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51028527,51028528,"+","SMAD4","chr18_51028527_51028528_SMAD4"
"53","chr18_51029613_51029614","chr18",51028613,51030613,2001,"+","chr18.51028613.51030613","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51029613,51029614,"+","SMAD4","chr18_51029613_51029614_SMAD4"
"54","chr18_51030098_51030099","chr18",51029098,51031098,2001,"+","chr18.51029098.51031098","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030098,51030099,"+","SMAD4","chr18_51030098_51030099_SMAD4"
"55","chr18_51030099_51030100","chr18",51029099,51031099,2001,"+","chr18.51029099.51031099","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030099,51030100,"+","SMAD4","chr18_51030099_51030100_SMAD4"
"56","chr18_51030208_51030209","chr18",51029208,51031208,2001,"+","chr18.51029208.51031208","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030208,51030209,"+","SMAD4","chr18_51030208_51030209_SMAD4"
"57","chr18_51030209_51030210","chr18",51029209,51031209,2001,"+","chr18.51029209.51031209","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030209,51030210,"+","SMAD4","chr18_51030209_51030210_SMAD4"
"58","chr18_51030210_51030211","chr18",51029210,51031210,2001,"+","chr18.51029210.51031210","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030210,51030211,"+","SMAD4","chr18_51030210_51030211_SMAD4"
"59","chr18_51030211_51030212","chr18",51029211,51031211,2001,"+","chr18.51029211.51031211","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030211,51030212,"+","SMAD4","chr18_51030211_51030212_SMAD4"
"60","chr18_51030212_51030213","chr18",51029212,51031212,2001,"+","chr18.51029212.51031212","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030212,51030213,"+","SMAD4","chr18_51030212_51030213_SMAD4"
"61","chr18_51030218_51030219","chr18",51029218,51031218,2001,"+","chr18.51029218.51031218","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030218,51030219,"+","SMAD4","chr18_51030218_51030219_SMAD4"
"62","chr18_51030220_51030221","chr18",51029220,51031220,2001,"+","chr18.51029220.51031220","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030220,51030221,"+","SMAD4","chr18_51030220_51030221_SMAD4"
"63","chr18_51030221_51030222","chr18",51029221,51031221,2001,"+","chr18.51029221.51031221","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030221,51030222,"+","SMAD4","chr18_51030221_51030222_SMAD4"
"64","chr18_51030222_51030223","chr18",51029222,51031222,2001,"+","chr18.51029222.51031222","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030222,51030223,"+","SMAD4","chr18_51030222_51030223_SMAD4"
"65","chr18_51030223_51030224","chr18",51029223,51031223,2001,"+","chr18.51029223.51031223","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030223,51030224,"+","SMAD4","chr18_51030223_51030224_SMAD4"
"66","chr18_51030259_51030260","chr18",51029259,51031259,2001,"+","chr18.51029259.51031259","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030259,51030260,"+","SMAD4","chr18_51030259_51030260_SMAD4"
"67","chr18_51030292_51030293","chr18",51029292,51031292,2001,"+","chr18.51029292.51031292","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030292,51030293,"+","SMAD4","chr18_51030292_51030293_SMAD4"
"68","chr18_51030581_51030582","chr18",51029581,51031581,2001,"+","chr18.51029581.51031581","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030581,51030582,"+","SMAD4","chr18_51030581_51030582_SMAD4"
"69","chr18_51030596_51030597","chr18",51029596,51031596,2001,"+","chr18.51029596.51031596","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030596,51030597,"+","SMAD4","chr18_51030596_51030597_SMAD4"
"70","chr18_51046919_51046920","chr18",51045919,51047919,2001,"+","chr18.51045919.51047919","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51046919,51046920,"+","SMAD4","chr18_51046919_51046920_SMAD4"
"71","chr18_51047046_51047047","chr18",51046046,51048046,2001,"+","chr18.51046046.51048046","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51047046,51047047,"+","SMAD4","chr18_51047046_51047047_SMAD4"
"72","chr18_51047178_51047179","chr18",51046178,51048178,2001,"+","chr18.51046178.51048178","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51047178,51047179,"+","SMAD4","chr18_51047178_51047179_SMAD4"
"73","chr18_51051092_51051093","chr18",51050092,51052092,2001,"+","chr18.51050092.51052092","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51051092,51051093,"+","SMAD4","chr18_51051092_51051093_SMAD4"
"74","chr18_51052325_51052326","chr18",51051325,51053325,2001,"+","chr18.51051325.51053325","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51052325,51052326,"+","SMAD4","chr18_51052325_51052326_SMAD4"
"75","chr18_51052954_51052955","chr18",51051954,51053954,2001,"+","chr18.51051954.51053954","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51052954,51052955,"+","SMAD4","chr18_51052954_51052955_SMAD4"
"76","chr18_51054838_51054839","chr18",51053838,51055838,2001,"+","chr18.51053838.51055838","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51054838,51054839,"+","SMAD4","chr18_51054838_51054839_SMAD4"
"77","chr18_51057243_51057244","chr18",51056243,51058243,2001,"+","chr18.51056243.51058243","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51057243,51057244,"+","SMAD4","chr18_51057243_51057244_SMAD4"
"78","chr18_51057349_51057350","chr18",51056349,51058349,2001,"+","chr18.51056349.51058349","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51057349,51057350,"+","SMAD4","chr18_51057349_51057350_SMAD4"
"79","chr18_51058510_51058511","chr18",51057510,51059510,2001,"+","chr18.51057510.51059510","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51058510,51058511,"+","SMAD4","chr18_51058510_51058511_SMAD4"
"80","chr18_51062985_51062986","chr18",51061985,51063985,2001,"+","chr18.51061985.51063985","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51062985,51062986,"+","SMAD4","chr18_51062985_51062986_SMAD4"
"81","chr19_48954814_48954815","chr19",48953814,48955814,2001,"+","chr19.48953814.48955814","chr19",48949239,48960279,11041,"+","NM_031485.4","GRWD1","chr19",48954814,48954815,"+","BAX","chr19_48954814_48954815_BAX"
"82","chr19_48954870_48954871","chr19",48953870,48955870,2001,"+","chr19.48953870.48955870","chr19",48949239,48960279,11041,"+","NM_031485.4","GRWD1","chr19",48954870,48954871,"+","BAX","chr19_48954870_48954871_BAX"
"83","chr19_48954874_48954875","chr19",48953874,48955874,2001,"+","chr19.48953874.48955874","chr19",48949239,48960279,11041,"+","NM_031485.4","GRWD1","chr19",48954874,48954875,"+","BAX","chr19_48954874_48954875_BAX"
"84","chr19_48954896_48954897","chr19",48953896,48955896,2001,"+","chr19.48953896.48955896","chr19",48949239,48960279,11041,"+","NM_031485.4","GRWD1","chr19",48954896,48954897,"+","BAX","chr19_48954896_48954897_BAX"
"85","chr19_48954928_48954929","chr19",48953928,48955928,2001,"+","chr19.48953928.48955928","chr19",48949239,48960279,11041,"+","NM_031485.4","GRWD1","chr19",48954928,48954929,"+","BAX","chr19_48954928_48954929_BAX"
"86","chr19_48955507_48955508","chr19",48954507,48956507,2001,"+","chr19.48954507.48956507","chr19",48949239,48960279,11041,"+","NM_031485.4","GRWD1","chr19",48955507,48955508,"+","BAX","chr19_48955507_48955508_BAX"
"87","chr19_48955852_48955853","chr19",48954852,48956852,2001,"+","chr19.48954852.48956852","chr19",48949239,48960279,11041,"+","NM_031485.4","GRWD1","chr19",48955852,48955853,"+","BAX","chr19_48955852_48955853_BAX"
"88","chr20_45812575_45812576","chr20",45811575,45813575,2001,"+","chr20.45811575.45813575","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812575,45812576,"+","UBE2C","chr20_45812575_45812576_UBE2C"
"89","chr20_45812613_45812614","chr20",45811613,45813613,2001,"+","chr20.45811613.45813613","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812613,45812614,"+","UBE2C","chr20_45812613_45812614_UBE2C"
"90","chr20_45812634_45812635","chr20",45811634,45813634,2001,"+","chr20.45811634.45813634","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812634,45812635,"+","UBE2C","chr20_45812634_45812635_UBE2C"
"91","chr20_45812638_45812639","chr20",45811638,45813638,2001,"+","chr20.45811638.45813638","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812638,45812639,"+","UBE2C","chr20_45812638_45812639_UBE2C"
"92","chr20_45812643_45812644","chr20",45811643,45813643,2001,"+","chr20.45811643.45813643","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812643,45812644,"+","UBE2C","chr20_45812643_45812644_UBE2C"
"93","chr20_45812657_45812658","chr20",45811657,45813657,2001,"+","chr20.45811657.45813657","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812657,45812658,"+","UBE2C","chr20_45812657_45812658_UBE2C"
"94","chr20_45812673_45812674","chr20",45811673,45813673,2001,"+","chr20.45811673.45813673","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812673,45812674,"+","UBE2C","chr20_45812673_45812674_UBE2C"
"95","chr20_45813005_45813006","chr20",45812005,45814005,2001,"+","chr20.45812005.45814005","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45813005,45813006,"+","UBE2C","chr20_45813005_45813006_UBE2C"
"96","chr20_45814409_45814410","chr20",45813409,45815409,2001,"+","chr20.45813409.45815409","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45814409,45814410,"+","UBE2C","chr20_45814409_45814410_UBE2C"
"97","chr3_30673972_30673973","chr3",30672972,30674972,2001,"+","chr3.30672972.30674972","chr3",30647993,30735634,87642,"+","NM_001024847.2","TGFBR2","chr3",30673972,30673973,"+","TGFBR2","chr3_30673972_30673973_TGFBR2"
"98","chr3_30681219_30681220","chr3",30680219,30682219,2001,"+","chr3.30680219.30682219","chr3",30647993,30735634,87642,"+","NM_001024847.2","TGFBR2","chr3",30681219,30681220,"+","TGFBR2","chr3_30681219_30681220_TGFBR2"
"99","chr3_37046753_37046754","chr3",37045753,37047753,2001,"+","chr3.37045753.37047753","chr3",37035008,37092337,57330,"+","NM_001258273.2","MLH1","chr3",37046753,37046754,"+","MLH1","chr3_37046753_37046754_MLH1"
"100","chr4_152332766_152332767","chr4",152331766,152333766,2001,"+","chr4.152331766.152333766","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152332766,152332767,"+","FBXW7","chr4_152332766_152332767_FBXW7"
"101","chr4_152348805_152348806","chr4",152347805,152349805,2001,"+","chr4.152347805.152349805","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152348805,152348806,"+","FBXW7","chr4_152348805_152348806_FBXW7"
"102","chr4_152352695_152352696","chr4",152351695,152353695,2001,"+","chr4.152351695.152353695","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152352695,152352696,"+","FBXW7","chr4_152352695_152352696_FBXW7"
"103","chr4_152352825_152352826","chr4",152351825,152353825,2001,"+","chr4.152351825.152353825","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152352825,152352826,"+","FBXW7","chr4_152352825_152352826_FBXW7"
"104","chr4_152352835_152352836","chr4",152351835,152353835,2001,"+","chr4.152351835.152353835","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152352835,152352836,"+","FBXW7","chr4_152352835_152352836_FBXW7"
"105","chr4_152382528_152382529","chr4",152381528,152383528,2001,"+","chr4.152381528.152383528","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152382528,152382529,"+","FBXW7","chr4_152382528_152382529_FBXW7"
"106","chr4_152411877_152411878","chr4",152410877,152412877,2001,"+","chr4.152410877.152412877","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152411877,152411878,"+","FBXW7","chr4_152411877_152411878_FBXW7"
"107","chr4_152412605_152412606","chr4",152411605,152413605,2001,"+","chr4.152411605.152413605","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152412605,152412606,"+","FBXW7","chr4_152412605_152412606_FBXW7"
"108","chr4_152535029_152535030","chr4",152534029,152536029,2001,"+","chr4.152534029.152536029","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152535029,152535030,"+","FBXW7","chr4_152535029_152535030_FBXW7"
"109","chr4_152535144_152535145","chr4",152534144,152536144,2001,"+","chr4.152534144.152536144","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152535144,152535145,"+","FBXW7","chr4_152535144_152535145_FBXW7"
"110","chr4_152535154_152535155","chr4",152534154,152536154,2001,"+","chr4.152534154.152536154","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152535154,152535155,"+","FBXW7","chr4_152535154_152535155_FBXW7"
"111","chr4_152535190_152535191","chr4",152534190,152536190,2001,"+","chr4.152534190.152536190","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152535190,152535191,"+","FBXW7","chr4_152535190_152535191_FBXW7"
"112","chr4_152535201_152535202","chr4",152534201,152536201,2001,"+","chr4.152534201.152536201","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152535201,152535202,"+","FBXW7","chr4_152535201_152535202_FBXW7"
"113","chr4_152535209_152535210","chr4",152534209,152536209,2001,"+","chr4.152534209.152536209","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152535209,152535210,"+","FBXW7","chr4_152535209_152535210_FBXW7"
"114","chr4_152535240_152535241","chr4",152534240,152536240,2001,"+","chr4.152534240.152536240","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152535240,152535241,"+","FBXW7","chr4_152535240_152535241_FBXW7"
"115","chr4_152536062_152536063","chr4",152535062,152537062,2001,"+","chr4.152535062.152537062","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152536062,152536063,"+","FBXW7","chr4_152536062_152536063_FBXW7"
"116","chr4_152536091_152536092","chr4",152535091,152537091,2001,"+","chr4.152535091.152537091","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152536091,152536092,"+","FBXW7","chr4_152536091_152536092_FBXW7"
"117","chr4_152536106_152536107","chr4",152535106,152537106,2001,"+","chr4.152535106.152537106","chr4",152330327,152591655,261329,"+","NM_001348694.2","FHIP1A","chr4",152536106,152536107,"+","FBXW7","chr4_152536106_152536107_FBXW7"
"118","chr6_36676440_36676441","chr6",36675440,36677440,2001,"+","chr6.36675440.36677440","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676440,36676441,"+","CDKN1A","chr6_36676440_36676441_CDKN1A"
