"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"39","chr17_7687486_7687487","chr17",7686486,7688486,2001,"+","chr17.7686486.7688486","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687486,7687487,"+","TP53","chr17_7687486_7687487_TP53"
"40","chr17_7687489_7687490","chr17",7686489,7688489,2001,"+","chr17.7686489.7688489","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687489,7687490,"+","TP53","chr17_7687489_7687490_TP53"
"41","chr17_7687490_7687491","chr17",7686490,7688490,2001,"+","chr17.7686490.7688490","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687490,7687491,"+","TP53","chr17_7687490_7687491_TP53"
"42","chr17_7687510_7687511","chr17",7686510,7688510,2001,"+","chr17.7686510.7688510","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687510,7687511,"+","TP53","chr17_7687510_7687511_TP53"
"43","chr17_7687522_7687523","chr17",7686522,7688522,2001,"+","chr17.7686522.7688522","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687522,7687523,"+","TP53","chr17_7687522_7687523_TP53"
"44","chr17_7687537_7687538","chr17",7686537,7688537,2001,"+","chr17.7686537.7688537","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687537,7687538,"+","TP53","chr17_7687537_7687538_TP53"
"45","chr17_7687545_7687546","chr17",7686545,7688545,2001,"+","chr17.7686545.7688545","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687545,7687546,"+","TP53","chr17_7687545_7687546_TP53"
"46","chr19_1205748_1205749","chr19",1204748,1206748,2001,"+","chr19.1204748.1206748","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205748,1205749,"+","STK11","chr19_1205748_1205749_STK11"
"47","chr19_1205756_1205757","chr19",1204756,1206756,2001,"+","chr19.1204756.1206756","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205756,1205757,"+","STK11","chr19_1205756_1205757_STK11"
"48","chr19_1205766_1205767","chr19",1204766,1206766,2001,"+","chr19.1204766.1206766","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205766,1205767,"+","STK11","chr19_1205766_1205767_STK11"
"49","chr19_1205767_1205768","chr19",1204767,1206767,2001,"+","chr19.1204767.1206767","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205767,1205768,"+","STK11","chr19_1205767_1205768_STK11"
"50","chr19_1205768_1205769","chr19",1204768,1206768,2001,"+","chr19.1204768.1206768","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205768,1205769,"+","STK11","chr19_1205768_1205769_STK11"
"51","chr19_1205770_1205771","chr19",1204770,1206770,2001,"+","chr19.1204770.1206770","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205770,1205771,"+","STK11","chr19_1205770_1205771_STK11"
"52","chr19_1205777_1205778","chr19",1204777,1206777,2001,"+","chr19.1204777.1206777","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205777,1205778,"+","STK11","chr19_1205777_1205778_STK11"
"53","chr19_1205778_1205779","chr19",1204778,1206778,2001,"+","chr19.1204778.1206778","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205778,1205779,"+","STK11","chr19_1205778_1205779_STK11"
"54","chr19_1205780_1205781","chr19",1204780,1206780,2001,"+","chr19.1204780.1206780","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205780,1205781,"+","STK11","chr19_1205780_1205781_STK11"
"55","chr19_1205785_1205786","chr19",1204785,1206785,2001,"+","chr19.1204785.1206785","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205785,1205786,"+","STK11","chr19_1205785_1205786_STK11"
"56","chr19_1206185_1206186","chr19",1205185,1207185,2001,"+","chr19.1205185.1207185","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206185,1206186,"+","STK11","chr19_1206185_1206186_STK11"
"57","chr19_1206221_1206222","chr19",1205221,1207221,2001,"+","chr19.1205221.1207221","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206221,1206222,"+","STK11","chr19_1206221_1206222_STK11"
"58","chr19_1206815_1206816","chr19",1205815,1207815,2001,"+","chr19.1205815.1207815","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206815,1206816,"+","STK11","chr19_1206815_1206816_STK11"
"59","chr19_1206823_1206824","chr19",1205823,1207823,2001,"+","chr19.1205823.1207823","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206823,1206824,"+","STK11","chr19_1206823_1206824_STK11"
"60","chr19_1206868_1206869","chr19",1205868,1207868,2001,"+","chr19.1205868.1207868","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206868,1206869,"+","STK11","chr19_1206868_1206869_STK11"
"61","chr19_1207090_1207091","chr19",1206090,1208090,2001,"+","chr19.1206090.1208090","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1207090,1207091,"+","STK11","chr19_1207090_1207091_STK11"
"62","chr19_1220012_1220013","chr19",1219012,1221012,2001,"+","chr19.1219012.1221012","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1220012,1220013,"+","STK11","chr19_1220012_1220013_STK11"
"63","chr3_50267541_50267542","chr3",50266541,50268541,2001,"+","chr3.50266541.50268541","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267541,50267542,"+","SEMA3B","chr3_50267541_50267542_SEMA3B"
"64","chr3_50267542_50267543","chr3",50266542,50268542,2001,"+","chr3.50266542.50268542","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267542,50267543,"+","SEMA3B","chr3_50267542_50267543_SEMA3B"
"65","chr3_50267557_50267558","chr3",50266557,50268557,2001,"+","chr3.50266557.50268557","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267557,50267558,"+","SEMA3B","chr3_50267557_50267558_SEMA3B"
"66","chr3_50267597_50267598","chr3",50266597,50268597,2001,"+","chr3.50266597.50268597","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267597,50267598,"+","SEMA3B","chr3_50267597_50267598_SEMA3B"
"67","chr3_50267607_50267608","chr3",50266607,50268607,2001,"+","chr3.50266607.50268607","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267607,50267608,"+","SEMA3B","chr3_50267607_50267608_SEMA3B"
"68","chr3_50267651_50267652","chr3",50266651,50268651,2001,"+","chr3.50266651.50268651","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267651,50267652,"+","SEMA3B","chr3_50267651_50267652_SEMA3B"
"69","chr3_50267652_50267653","chr3",50266652,50268652,2001,"+","chr3.50266652.50268652","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267652,50267653,"+","SEMA3B","chr3_50267652_50267653_SEMA3B"
"70","chr3_50268663_50268664","chr3",50267663,50269663,2001,"+","chr3.50267663.50269663","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268663,50268664,"+","SEMA3B","chr3_50268663_50268664_SEMA3B"
"71","chr3_50268873_50268874","chr3",50267873,50269873,2001,"+","chr3.50267873.50269873","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268873,50268874,"+","SEMA3B","chr3_50268873_50268874_SEMA3B"
"72","chr3_50268919_50268920","chr3",50267919,50269919,2001,"+","chr3.50267919.50269919","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268919,50268920,"+","SEMA3B","chr3_50268919_50268920_SEMA3B"
"73","chr3_50268936_50268937","chr3",50267936,50269936,2001,"+","chr3.50267936.50269936","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268936,50268937,"+","SEMA3B","chr3_50268936_50268937_SEMA3B"
"74","chr3_50268940_50268941","chr3",50267940,50269940,2001,"+","chr3.50267940.50269940","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268940,50268941,"+","SEMA3B","chr3_50268940_50268941_SEMA3B"
"75","chr3_50268972_50268973","chr3",50267972,50269972,2001,"+","chr3.50267972.50269972","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268972,50268973,"+","SEMA3B","chr3_50268972_50268973_SEMA3B"
"76","chr3_50269146_50269147","chr3",50268146,50270146,2001,"+","chr3.50268146.50270146","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269146,50269147,"+","SEMA3B","chr3_50269146_50269147_SEMA3B"
"77","chr3_50269164_50269165","chr3",50268164,50270164,2001,"+","chr3.50268164.50270164","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269164,50269165,"+","SEMA3B","chr3_50269164_50269165_SEMA3B"
"78","chr3_50269168_50269169","chr3",50268168,50270168,2001,"+","chr3.50268168.50270168","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269168,50269169,"+","SEMA3B","chr3_50269168_50269169_SEMA3B"
"79","chr3_50269213_50269214","chr3",50268213,50270213,2001,"+","chr3.50268213.50270213","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269213,50269214,"+","SEMA3B","chr3_50269213_50269214_SEMA3B"
"80","chr3_50270560_50270561","chr3",50269560,50271560,2001,"+","chr3.50269560.50271560","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50270560,50270561,"+","SEMA3B","chr3_50270560_50270561_SEMA3B"
"81","chr3_50273118_50273119","chr3",50272118,50274118,2001,"+","chr3.50272118.50274118","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273118,50273119,"+","SEMA3B","chr3_50273118_50273119_SEMA3B"
"82","chr3_50273129_50273130","chr3",50272129,50274129,2001,"+","chr3.50272129.50274129","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273129,50273130,"+","SEMA3B","chr3_50273129_50273130_SEMA3B"
"83","chr3_50273151_50273152","chr3",50272151,50274151,2001,"+","chr3.50272151.50274151","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273151,50273152,"+","SEMA3B","chr3_50273151_50273152_SEMA3B"
"84","chr3_50273156_50273157","chr3",50272156,50274156,2001,"+","chr3.50272156.50274156","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273156,50273157,"+","SEMA3B","chr3_50273156_50273157_SEMA3B"
"85","chr3_50273159_50273160","chr3",50272159,50274159,2001,"+","chr3.50272159.50274159","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273159,50273160,"+","SEMA3B","chr3_50273159_50273160_SEMA3B"
"86","chr3_50273345_50273346","chr3",50272345,50274345,2001,"+","chr3.50272345.50274345","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273345,50273346,"+","SEMA3B","chr3_50273345_50273346_SEMA3B"
"87","chr3_50274633_50274634","chr3",50273633,50275633,2001,"+","chr3.50273633.50275633","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50274633,50274634,"+","SEMA3B","chr3_50274633_50274634_SEMA3B"
"88","chr3_52402160_52402161","chr3",52401160,52403160,2001,"+","chr3.52401160.52403160","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52402160,52402161,"+","BAP1","chr3_52402160_52402161_BAP1"
"89","chr3_52403550_52403551","chr3",52402550,52404550,2001,"+","chr3.52402550.52404550","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52403550,52403551,"+","BAP1","chr3_52403550_52403551_BAP1"
"90","chr3_52403646_52403647","chr3",52402646,52404646,2001,"+","chr3.52402646.52404646","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52403646,52403647,"+","BAP1","chr3_52403646_52403647_BAP1"
"91","chr3_52404476_52404477","chr3",52403476,52405476,2001,"+","chr3.52403476.52405476","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52404476,52404477,"+","BAP1","chr3_52404476_52404477_BAP1"
"92","chr3_52405652_52405653","chr3",52404652,52406652,2001,"+","chr3.52404652.52406652","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52405652,52405653,"+","BAP1","chr3_52405652_52405653_BAP1"
"93","chr3_52408046_52408047","chr3",52407046,52409046,2001,"+","chr3.52407046.52409046","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52408046,52408047,"+","BAP1","chr3_52408046_52408047_BAP1"
"94","chr3_52409782_52409783","chr3",52408782,52410782,2001,"+","chr3.52408782.52410782","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409782,52409783,"+","BAP1","chr3_52409782_52409783_BAP1"
"95","chr3_52409877_52409878","chr3",52408877,52410877,2001,"+","chr3.52408877.52410877","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409877,52409878,"+","BAP1","chr3_52409877_52409878_BAP1"
"96","chr3_52409913_52409914","chr3",52408913,52410913,2001,"+","chr3.52408913.52410913","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409913,52409914,"+","BAP1","chr3_52409913_52409914_BAP1"
"97","chr3_52409950_52409951","chr3",52408950,52410950,2001,"+","chr3.52408950.52410950","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409950,52409951,"+","BAP1","chr3_52409950_52409951_BAP1"
"98","chr3_52410007_52410008","chr3",52409007,52411007,2001,"+","chr3.52409007.52411007","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52410007,52410008,"+","BAP1","chr3_52410007_52410008_BAP1"
"99","chr9_21994391_21994392","chr9",21993391,21995391,2001,"+","chr9.21993391.21995391","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994391,21994392,"+","CDKN2A","chr9_21994391_21994392_CDKN2A"
"100","chr9_21994410_21994411","chr9",21993410,21995410,2001,"+","chr9.21993410.21995410","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994410,21994411,"+","CDKN2A","chr9_21994410_21994411_CDKN2A"
"101","chr9_21994872_21994873","chr9",21993872,21995872,2001,"+","chr9.21993872.21995872","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994872,21994873,"+","CDKN2A","chr9_21994872_21994873_CDKN2A"
"102","chr9_21995268_21995269","chr9",21994268,21996268,2001,"+","chr9.21994268.21996268","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21995268,21995269,"+","CDKN2A","chr9_21995268_21995269_CDKN2A"
"103","chr9_21995300_21995301","chr9",21994300,21996300,2001,"+","chr9.21994300.21996300","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21995300,21995301,"+","CDKN2A","chr9_21995300_21995301_CDKN2A"
