"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"38","chr17_7687537_7687538","chr17",7686537,7688537,2001,"+","chr17.7686537.7688537","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687537,7687538,"+","TP53","chr17_7687537_7687538_TP53"
"39","chr17_7687545_7687546","chr17",7686545,7688545,2001,"+","chr17.7686545.7688545","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687545,7687546,"+","TP53","chr17_7687545_7687546_TP53"
"40","chr18_51028527_51028528","chr18",51027527,51029527,2001,"+","chr18.51027527.51029527","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51028527,51028528,"+","SMAD4","chr18_51028527_51028528_SMAD4"
"41","chr18_51029613_51029614","chr18",51028613,51030613,2001,"+","chr18.51028613.51030613","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51029613,51029614,"+","SMAD4","chr18_51029613_51029614_SMAD4"
"42","chr18_51030098_51030099","chr18",51029098,51031098,2001,"+","chr18.51029098.51031098","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030098,51030099,"+","SMAD4","chr18_51030098_51030099_SMAD4"
"43","chr18_51030099_51030100","chr18",51029099,51031099,2001,"+","chr18.51029099.51031099","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030099,51030100,"+","SMAD4","chr18_51030099_51030100_SMAD4"
"44","chr18_51030208_51030209","chr18",51029208,51031208,2001,"+","chr18.51029208.51031208","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030208,51030209,"+","SMAD4","chr18_51030208_51030209_SMAD4"
"45","chr18_51030209_51030210","chr18",51029209,51031209,2001,"+","chr18.51029209.51031209","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030209,51030210,"+","SMAD4","chr18_51030209_51030210_SMAD4"
"46","chr18_51030210_51030211","chr18",51029210,51031210,2001,"+","chr18.51029210.51031210","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030210,51030211,"+","SMAD4","chr18_51030210_51030211_SMAD4"
"47","chr18_51030211_51030212","chr18",51029211,51031211,2001,"+","chr18.51029211.51031211","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030211,51030212,"+","SMAD4","chr18_51030211_51030212_SMAD4"
"48","chr18_51030212_51030213","chr18",51029212,51031212,2001,"+","chr18.51029212.51031212","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030212,51030213,"+","SMAD4","chr18_51030212_51030213_SMAD4"
"49","chr18_51030218_51030219","chr18",51029218,51031218,2001,"+","chr18.51029218.51031218","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030218,51030219,"+","SMAD4","chr18_51030218_51030219_SMAD4"
"50","chr18_51030220_51030221","chr18",51029220,51031220,2001,"+","chr18.51029220.51031220","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030220,51030221,"+","SMAD4","chr18_51030220_51030221_SMAD4"
"51","chr18_51030221_51030222","chr18",51029221,51031221,2001,"+","chr18.51029221.51031221","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030221,51030222,"+","SMAD4","chr18_51030221_51030222_SMAD4"
"52","chr18_51030222_51030223","chr18",51029222,51031222,2001,"+","chr18.51029222.51031222","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030222,51030223,"+","SMAD4","chr18_51030222_51030223_SMAD4"
"53","chr18_51030223_51030224","chr18",51029223,51031223,2001,"+","chr18.51029223.51031223","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030223,51030224,"+","SMAD4","chr18_51030223_51030224_SMAD4"
"54","chr18_51030259_51030260","chr18",51029259,51031259,2001,"+","chr18.51029259.51031259","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030259,51030260,"+","SMAD4","chr18_51030259_51030260_SMAD4"
"55","chr18_51030292_51030293","chr18",51029292,51031292,2001,"+","chr18.51029292.51031292","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030292,51030293,"+","SMAD4","chr18_51030292_51030293_SMAD4"
"56","chr18_51030581_51030582","chr18",51029581,51031581,2001,"+","chr18.51029581.51031581","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030581,51030582,"+","SMAD4","chr18_51030581_51030582_SMAD4"
"57","chr18_51030596_51030597","chr18",51029596,51031596,2001,"+","chr18.51029596.51031596","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51030596,51030597,"+","SMAD4","chr18_51030596_51030597_SMAD4"
"58","chr18_51046919_51046920","chr18",51045919,51047919,2001,"+","chr18.51045919.51047919","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51046919,51046920,"+","SMAD4","chr18_51046919_51046920_SMAD4"
"59","chr18_51047046_51047047","chr18",51046046,51048046,2001,"+","chr18.51046046.51048046","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51047046,51047047,"+","SMAD4","chr18_51047046_51047047_SMAD4"
"60","chr18_51047178_51047179","chr18",51046178,51048178,2001,"+","chr18.51046178.51048178","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51047178,51047179,"+","SMAD4","chr18_51047178_51047179_SMAD4"
"61","chr18_51051092_51051093","chr18",51050092,51052092,2001,"+","chr18.51050092.51052092","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51051092,51051093,"+","SMAD4","chr18_51051092_51051093_SMAD4"
"62","chr18_51052325_51052326","chr18",51051325,51053325,2001,"+","chr18.51051325.51053325","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51052325,51052326,"+","SMAD4","chr18_51052325_51052326_SMAD4"
"63","chr18_51052954_51052955","chr18",51051954,51053954,2001,"+","chr18.51051954.51053954","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51052954,51052955,"+","SMAD4","chr18_51052954_51052955_SMAD4"
"64","chr18_51054838_51054839","chr18",51053838,51055838,2001,"+","chr18.51053838.51055838","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51054838,51054839,"+","SMAD4","chr18_51054838_51054839_SMAD4"
"65","chr18_51057243_51057244","chr18",51056243,51058243,2001,"+","chr18.51056243.51058243","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51057243,51057244,"+","SMAD4","chr18_51057243_51057244_SMAD4"
"66","chr18_51057349_51057350","chr18",51056349,51058349,2001,"+","chr18.51056349.51058349","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51057349,51057350,"+","SMAD4","chr18_51057349_51057350_SMAD4"
"67","chr18_51058510_51058511","chr18",51057510,51059510,2001,"+","chr18.51057510.51059510","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51058510,51058511,"+","SMAD4","chr18_51058510_51058511_SMAD4"
"68","chr18_51062985_51062986","chr18",51061985,51063985,2001,"+","chr18.51061985.51063985","chr18",49866566,51062269,1195704,"+","NM_005215.4","DCC","chr18",51062985,51062986,"+","SMAD4","chr18_51062985_51062986_SMAD4"
"69","chr19_35557736_35557737","chr19",35556736,35558736,2001,"+","chr19.35556736.35558736","chr19",35531409,35557477,26069,"+","NM_002151.5","HPN","chr19",35557736,35557737,"+","ATP4A","chr19_35557736_35557737_ATP4A"
"70","chr19_35557806_35557807","chr19",35556806,35558806,2001,"+","chr19.35556806.35558806","chr19",35531409,35557477,26069,"+","NM_002151.5","HPN","chr19",35557806,35557807,"+","ATP4A","chr19_35557806_35557807_ATP4A"
"71","chr2_68974572_68974573","chr2",68973572,68975572,2001,"+","chr2.68973572.68975572","chr2",68961942,69053965,92024,"+","NM_001166277.2","ARHGAP25","chr2",68974572,68974573,"+","GKN1","chr2_68974572_68974573_GKN1"
"72","chr2_68974635_68974636","chr2",68973635,68975635,2001,"+","chr2.68973635.68975635","chr2",68961942,69053965,92024,"+","NM_001166277.2","ARHGAP25","chr2",68974635,68974636,"+","GKN1","chr2_68974635_68974636_GKN1"
"73","chr3_137998734_137998735","chr3",137997734,137999734,2001,"+","chr3.137997734.137999734","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",137998734,137998735,"+","CLDN18","chr3_137998734_137998735_CLDN18"
"74","chr3_138010094_138010095","chr3",138009094,138011094,2001,"+","chr3.138009094.138011094","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010094,138010095,"+","CLDN18","chr3_138010094_138010095_CLDN18"
"75","chr3_138010164_138010165","chr3",138009164,138011164,2001,"+","chr3.138009164.138011164","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010164,138010165,"+","CLDN18","chr3_138010164_138010165_CLDN18"
"76","chr3_138010215_138010216","chr3",138009215,138011215,2001,"+","chr3.138009215.138011215","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010215,138010216,"+","CLDN18","chr3_138010215_138010216_CLDN18"
"77","chr3_138010217_138010218","chr3",138009217,138011217,2001,"+","chr3.138009217.138011217","chr3",137906089,138017231,111143,"+","NM_001267041.2","ARMC8","chr3",138010217,138010218,"+","CLDN18","chr3_138010217_138010218_CLDN18"
"78","chr6_36676440_36676441","chr6",36675440,36677440,2001,"+","chr6.36675440.36677440","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676440,36676441,"+","CDKN1A","chr6_36676440_36676441_CDKN1A"
"79","chr6_36676459_36676460","chr6",36675459,36677459,2001,"+","chr6.36675459.36677459","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676459,36676460,"+","CDKN1A","chr6_36676459_36676460_CDKN1A"
"80","chr6_36676465_36676466","chr6",36675465,36677465,2001,"+","chr6.36675465.36677465","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676465,36676466,"+","CDKN1A","chr6_36676465_36676466_CDKN1A"
"81","chr6_36676474_36676475","chr6",36675474,36677474,2001,"+","chr6.36675474.36677474","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676474,36676475,"+","CDKN1A","chr6_36676474_36676475_CDKN1A"
"82","chr6_36676477_36676478","chr6",36675477,36677477,2001,"+","chr6.36675477.36677477","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676477,36676478,"+","CDKN1A","chr6_36676477_36676478_CDKN1A"
"83","chr6_36676489_36676490","chr6",36675489,36677489,2001,"+","chr6.36675489.36677489","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676489,36676490,"+","CDKN1A","chr6_36676489_36676490_CDKN1A"
"84","chr6_36676507_36676508","chr6",36675507,36677507,2001,"+","chr6.36675507.36677507","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676507,36676508,"+","CDKN1A","chr6_36676507_36676508_CDKN1A"
"85","chr6_36676508_36676509","chr6",36675508,36677508,2001,"+","chr6.36675508.36677508","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676508,36676509,"+","CDKN1A","chr6_36676508_36676509_CDKN1A"
"86","chr6_36676522_36676523","chr6",36675522,36677522,2001,"+","chr6.36675522.36677522","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676522,36676523,"+","CDKN1A","chr6_36676522_36676523_CDKN1A"
"87","chr6_36676526_36676527","chr6",36675526,36677526,2001,"+","chr6.36675526.36677526","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676526,36676527,"+","CDKN1A","chr6_36676526_36676527_CDKN1A"
"88","chr6_36676527_36676528","chr6",36675527,36677527,2001,"+","chr6.36675527.36677527","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36676527,36676528,"+","CDKN1A","chr6_36676527_36676528_CDKN1A"
"89","chr6_36678094_36678095","chr6",36677094,36679094,2001,"+","chr6.36677094.36679094","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678094,36678095,"+","CDKN1A","chr6_36678094_36678095_CDKN1A"
"90","chr6_36678709_36678710","chr6",36677709,36679709,2001,"+","chr6.36677709.36679709","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678709,36678710,"+","CDKN1A","chr6_36678709_36678710_CDKN1A"
"91","chr6_36678712_36678713","chr6",36677712,36679712,2001,"+","chr6.36677712.36679712","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678712,36678713,"+","CDKN1A","chr6_36678712_36678713_CDKN1A"
"92","chr6_36678713_36678714","chr6",36677713,36679713,2001,"+","chr6.36677713.36679713","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678713,36678714,"+","CDKN1A","chr6_36678713_36678714_CDKN1A"
"93","chr6_36678718_36678719","chr6",36677718,36679718,2001,"+","chr6.36677718.36679718","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678718,36678719,"+","CDKN1A","chr6_36678718_36678719_CDKN1A"
"94","chr6_36678720_36678721","chr6",36677720,36679720,2001,"+","chr6.36677720.36679720","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678720,36678721,"+","CDKN1A","chr6_36678720_36678721_CDKN1A"
"95","chr6_36678725_36678726","chr6",36677725,36679725,2001,"+","chr6.36677725.36679725","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678725,36678726,"+","CDKN1A","chr6_36678725_36678726_CDKN1A"
"96","chr6_36678770_36678771","chr6",36677770,36679770,2001,"+","chr6.36677770.36679770","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36678770,36678771,"+","CDKN1A","chr6_36678770_36678771_CDKN1A"
"97","chr6_36679121_36679122","chr6",36678121,36680121,2001,"+","chr6.36678121.36680121","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36679121,36679122,"+","CDKN1A","chr6_36679121_36679122_CDKN1A"
"98","chr6_36679215_36679216","chr6",36678215,36680215,2001,"+","chr6.36678215.36680215","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36679215,36679216,"+","CDKN1A","chr6_36679215_36679216_CDKN1A"
"99","chr6_36679550_36679551","chr6",36678550,36680550,2001,"+","chr6.36678550.36680550","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36679550,36679551,"+","CDKN1A","chr6_36679550_36679551_CDKN1A"
"100","chr6_36681585_36681586","chr6",36680585,36682585,2001,"+","chr6.36680585.36682585","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36681585,36681586,"+","CDKN1A","chr6_36681585_36681586_CDKN1A"
"101","chr6_36681610_36681611","chr6",36680610,36682610,2001,"+","chr6.36680610.36682610","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36681610,36681611,"+","CDKN1A","chr6_36681610_36681611_CDKN1A"
"102","chr6_36681715_36681716","chr6",36680715,36682715,2001,"+","chr6.36680715.36682715","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36681715,36681716,"+","CDKN1A","chr6_36681715_36681716_CDKN1A"
"103","chr6_36681986_36681987","chr6",36680986,36682986,2001,"+","chr6.36680986.36682986","chr6",36665602,36700961,35360,"+","NM_001257357.2","RAB44","chr6",36681986,36681987,"+","CDKN1A","chr6_36681986_36681987_CDKN1A"
"104","chr9_21994391_21994392","chr9",21993391,21995391,2001,"+","chr9.21993391.21995391","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994391,21994392,"+","CDKN2A","chr9_21994391_21994392_CDKN2A"
"105","chr9_21994410_21994411","chr9",21993410,21995410,2001,"+","chr9.21993410.21995410","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994410,21994411,"+","CDKN2A","chr9_21994410_21994411_CDKN2A"
"106","chr9_21994872_21994873","chr9",21993872,21995872,2001,"+","chr9.21993872.21995872","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994872,21994873,"+","CDKN2A","chr9_21994872_21994873_CDKN2A"
"107","chr9_21995268_21995269","chr9",21994268,21996268,2001,"+","chr9.21994268.21996268","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21995268,21995269,"+","CDKN2A","chr9_21995268_21995269_CDKN2A"
"108","chr9_21995300_21995301","chr9",21994300,21996300,2001,"+","chr9.21994300.21996300","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21995300,21995301,"+","CDKN2A","chr9_21995300_21995301_CDKN2A"
