"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"32","chr4_87978424_87978425","chr4",87977424,87979424,2001,"+","chr4.87977424.87979424","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87978424,87978425,"+","SPP1","chr4_87978424_87978425_SPP1"
"33","chr4_87979198_87979199","chr4",87978198,87980198,2001,"+","chr4.87978198.87980198","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87979198,87979199,"+","SPP1","chr4_87979198_87979199_SPP1"
"34","chr4_87979406_87979407","chr4",87978406,87980406,2001,"+","chr4.87978406.87980406","chr4",87856162,88062191,206030,"+","NM_001166693.3","AFF1","chr4",87979406,87979407,"+","SPP1","chr4_87979406_87979407_SPP1"
"35","chr6_43770183_43770184","chr6",43769183,43771183,2001,"+","chr6.43769183.43771183","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770183,43770184,"+","VEGFA","chr6_43770183_43770184_VEGFA"
"36","chr6_43770210_43770211","chr6",43769210,43771210,2001,"+","chr6.43769210.43771210","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770210,43770211,"+","VEGFA","chr6_43770210_43770211_VEGFA"
"37","chr6_43770212_43770213","chr6",43769212,43771212,2001,"+","chr6.43769212.43771212","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770212,43770213,"+","VEGFA","chr6_43770212_43770213_VEGFA"
"38","chr6_43770706_43770707","chr6",43769706,43771706,2001,"+","chr6.43769706.43771706","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770706,43770707,"+","VEGFA","chr6_43770706_43770707_VEGFA"
"39","chr6_43770781_43770782","chr6",43769781,43771781,2001,"+","chr6.43769781.43771781","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770781,43770782,"+","VEGFA","chr6_43770781_43770782_VEGFA"
"40","chr6_43770792_43770793","chr6",43769792,43771792,2001,"+","chr6.43769792.43771792","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770792,43770793,"+","VEGFA","chr6_43770792_43770793_VEGFA"
"41","chr6_43771082_43771083","chr6",43770082,43772082,2001,"+","chr6.43770082.43772082","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771082,43771083,"+","VEGFA","chr6_43771082_43771083_VEGFA"
"42","chr6_43771152_43771153","chr6",43770152,43772152,2001,"+","chr6.43770152.43772152","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771152,43771153,"+","VEGFA","chr6_43771152_43771153_VEGFA"
"43","chr6_43771208_43771209","chr6",43770208,43772208,2001,"+","chr6.43770208.43772208","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771208,43771209,"+","VEGFA","chr6_43771208_43771209_VEGFA"
"44","chr6_43771246_43771247","chr6",43770246,43772246,2001,"+","chr6.43770246.43772246","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771246,43771247,"+","VEGFA","chr6_43771246_43771247_VEGFA"
"45","chr6_43771991_43771992","chr6",43770991,43772991,2001,"+","chr6.43770991.43772991","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771991,43771992,"+","VEGFA","chr6_43771991_43771992_VEGFA"
"46","chr6_43773171_43773172","chr6",43772171,43774171,2001,"+","chr6.43772171.43774171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43773171,43773172,"+","VEGFA","chr6_43773171_43773172_VEGFA"
"47","chr6_43774352_43774353","chr6",43773352,43775352,2001,"+","chr6.43773352.43775352","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43774352,43774353,"+","VEGFA","chr6_43774352_43774353_VEGFA"
"48","chr6_43777719_43777720","chr6",43776719,43778719,2001,"+","chr6.43776719.43778719","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43777719,43777720,"+","VEGFA","chr6_43777719_43777720_VEGFA"
"49","chr6_43778171_43778172","chr6",43777171,43779171,2001,"+","chr6.43777171.43779171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43778171,43778172,"+","VEGFA","chr6_43778171_43778172_VEGFA"
"50","chr7_101122157_101122158","chr7",101121157,101123157,2001,"+","chr7.101121157.101123157","chr7",101006155,101202304,196150,"+","NM_133457.5","COL26A1","chr7",101122157,101122158,"+","SERPINE1","chr7_101122157_101122158_SERPINE1"
"51","chr7_101127101_101127102","chr7",101126101,101128101,2001,"+","chr7.101126101.101128101","chr7",101006155,101202304,196150,"+","NM_133457.5","COL26A1","chr7",101127101,101127102,"+","SERPINE1","chr7_101127101_101127102_SERPINE1"
"52","chr7_101127103_101127104","chr7",101126103,101128103,2001,"+","chr7.101126103.101128103","chr7",101006155,101202304,196150,"+","NM_133457.5","COL26A1","chr7",101127103,101127104,"+","SERPINE1","chr7_101127103_101127104_SERPINE1"
"53","chr7_101127333_101127334","chr7",101126333,101128333,2001,"+","chr7.101126333.101128333","chr7",101006155,101202304,196150,"+","NM_133457.5","COL26A1","chr7",101127333,101127334,"+","SERPINE1","chr7_101127333_101127334_SERPINE1"
