"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"22","chr12_25245584_25245585","chr12",25244584,25246584,2001,"+","chr12.25244584.25246584","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25245584,25245585,"+","KRAS","chr12_25245584_25245585_KRAS"
"23","chr12_25250443_25250444","chr12",25249443,25251443,2001,"+","chr12.25249443.25251443","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250443,25250444,"+","KRAS","chr12_25250443_25250444_KRAS"
"24","chr12_25250898_25250899","chr12",25249898,25251898,2001,"+","chr12.25249898.25251898","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250898,25250899,"+","KRAS","chr12_25250898_25250899_KRAS"
"25","chr12_25250907_25250908","chr12",25249907,25251907,2001,"+","chr12.25249907.25251907","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250907,25250908,"+","KRAS","chr12_25250907_25250908_KRAS"
"26","chr12_25250916_25250917","chr12",25249916,25251916,2001,"+","chr12.25249916.25251916","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250916,25250917,"+","KRAS","chr12_25250916_25250917_KRAS"
"27","chr12_25250926_25250927","chr12",25249926,25251926,2001,"+","chr12.25249926.25251926","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250926,25250927,"+","KRAS","chr12_25250926_25250927_KRAS"
"28","chr12_25250928_25250929","chr12",25249928,25251928,2001,"+","chr12.25249928.25251928","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250928,25250929,"+","KRAS","chr12_25250928_25250929_KRAS"
"29","chr12_25250934_25250935","chr12",25249934,25251934,2001,"+","chr12.25249934.25251934","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250934,25250935,"+","KRAS","chr12_25250934_25250935_KRAS"
"30","chr12_25250935_25250936","chr12",25249935,25251935,2001,"+","chr12.25249935.25251935","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250935,25250936,"+","KRAS","chr12_25250935_25250936_KRAS"
"31","chr14_55152643_55152644","chr14",55151643,55153643,2001,"+","chr14.55151643.55153643","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55152643,55152644,"+","DLGAP5","chr14_55152643_55152644_DLGAP5"
"32","chr14_55191171_55191172","chr14",55190171,55192171,2001,"+","chr14.55190171.55192171","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191171,55191172,"+","DLGAP5","chr14_55191171_55191172_DLGAP5"
"33","chr14_55191543_55191544","chr14",55190543,55192543,2001,"+","chr14.55190543.55192543","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191543,55191544,"+","DLGAP5","chr14_55191543_55191544_DLGAP5"
"34","chr14_55191560_55191561","chr14",55190560,55192560,2001,"+","chr14.55190560.55192560","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191560,55191561,"+","DLGAP5","chr14_55191560_55191561_DLGAP5"
"35","chr14_55191581_55191582","chr14",55190581,55192581,2001,"+","chr14.55190581.55192581","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191581,55191582,"+","DLGAP5","chr14_55191581_55191582_DLGAP5"
"36","chr14_55191584_55191585","chr14",55190584,55192584,2001,"+","chr14.55190584.55192584","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191584,55191585,"+","DLGAP5","chr14_55191584_55191585_DLGAP5"
"37","chr14_55191595_55191596","chr14",55190595,55192595,2001,"+","chr14.55190595.55192595","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191595,55191596,"+","DLGAP5","chr14_55191595_55191596_DLGAP5"
"38","chr14_55191597_55191598","chr14",55190597,55192597,2001,"+","chr14.55190597.55192597","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191597,55191598,"+","DLGAP5","chr14_55191597_55191598_DLGAP5"
"39","chr14_55191607_55191608","chr14",55190607,55192607,2001,"+","chr14.55190607.55192607","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191607,55191608,"+","DLGAP5","chr14_55191607_55191608_DLGAP5"
"40","chr20_45812575_45812576","chr20",45811575,45813575,2001,"+","chr20.45811575.45813575","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812575,45812576,"+","UBE2C","chr20_45812575_45812576_UBE2C"
"41","chr20_45812613_45812614","chr20",45811613,45813613,2001,"+","chr20.45811613.45813613","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812613,45812614,"+","UBE2C","chr20_45812613_45812614_UBE2C"
"42","chr20_45812634_45812635","chr20",45811634,45813634,2001,"+","chr20.45811634.45813634","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812634,45812635,"+","UBE2C","chr20_45812634_45812635_UBE2C"
"43","chr20_45812638_45812639","chr20",45811638,45813638,2001,"+","chr20.45811638.45813638","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812638,45812639,"+","UBE2C","chr20_45812638_45812639_UBE2C"
"44","chr20_45812643_45812644","chr20",45811643,45813643,2001,"+","chr20.45811643.45813643","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812643,45812644,"+","UBE2C","chr20_45812643_45812644_UBE2C"
"45","chr20_45812657_45812658","chr20",45811657,45813657,2001,"+","chr20.45811657.45813657","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812657,45812658,"+","UBE2C","chr20_45812657_45812658_UBE2C"
"46","chr20_45812673_45812674","chr20",45811673,45813673,2001,"+","chr20.45811673.45813673","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812673,45812674,"+","UBE2C","chr20_45812673_45812674_UBE2C"
"47","chr20_45813005_45813006","chr20",45812005,45814005,2001,"+","chr20.45812005.45814005","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45813005,45813006,"+","UBE2C","chr20_45813005_45813006_UBE2C"
"48","chr20_45814409_45814410","chr20",45813409,45815409,2001,"+","chr20.45813409.45815409","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45814409,45814410,"+","UBE2C","chr20_45814409_45814410_UBE2C"
"49","chr4_120061035_120061036","chr4",120060035,120062035,2001,"+","chr4.120060035.120062035","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120061035,120061036,"+","MAD2L1","chr4_120061035_120061036_MAD2L1"
"50","chr4_120066820_120066821","chr4",120065820,120067820,2001,"+","chr4.120065820.120067820","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066820,120066821,"+","MAD2L1","chr4_120066820_120066821_MAD2L1"
"51","chr4_120066832_120066833","chr4",120065832,120067832,2001,"+","chr4.120065832.120067832","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066832,120066833,"+","MAD2L1","chr4_120066832_120066833_MAD2L1"
"52","chr4_120066847_120066848","chr4",120065847,120067847,2001,"+","chr4.120065847.120067847","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066847,120066848,"+","MAD2L1","chr4_120066847_120066848_MAD2L1"
"53","chr4_120066851_120066852","chr4",120065851,120067851,2001,"+","chr4.120065851.120067851","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066851,120066852,"+","MAD2L1","chr4_120066851_120066852_MAD2L1"
"54","chr4_120066857_120066858","chr4",120065857,120067857,2001,"+","chr4.120065857.120067857","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066857,120066858,"+","MAD2L1","chr4_120066857_120066858_MAD2L1"
"55","chr4_120067191_120067192","chr4",120066191,120068191,2001,"+","chr4.120066191.120068191","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120067191,120067192,"+","MAD2L1","chr4_120067191_120067192_MAD2L1"
"56","chr4_17817231_17817232","chr4",17816231,17818231,2001,"+","chr4.17816231.17818231","chr4",17812601,17846488,33888,"+","NM_022346.5","NCAPG","chr4",17817231,17817232,"+","NCAPG","chr4_17817231_17817232_NCAPG"
"57","chr4_17823698_17823699","chr4",17822698,17824698,2001,"+","chr4.17822698.17824698","chr4",17812601,17846488,33888,"+","NM_022346.5","NCAPG","chr4",17823698,17823699,"+","NCAPG","chr4_17823698_17823699_NCAPG"
"58","chr5_138178718_138178719","chr5",138177718,138179718,2001,"+","chr5.138177718.138179718","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138178718,138178719,"+","KIF20A","chr5_138178718_138178719_KIF20A"
"59","chr5_138179059_138179060","chr5",138178059,138180059,2001,"+","chr5.138178059.138180059","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179059,138179060,"+","KIF20A","chr5_138179059_138179060_KIF20A"
"60","chr5_138179064_138179065","chr5",138178064,138180064,2001,"+","chr5.138178064.138180064","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179064,138179065,"+","KIF20A","chr5_138179064_138179065_KIF20A"
"61","chr5_138179073_138179074","chr5",138178073,138180073,2001,"+","chr5.138178073.138180073","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179073,138179074,"+","KIF20A","chr5_138179073_138179074_KIF20A"
"62","chr5_138179083_138179084","chr5",138178083,138180083,2001,"+","chr5.138178083.138180083","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179083,138179084,"+","KIF20A","chr5_138179083_138179084_KIF20A"
"63","chr5_138179100_138179101","chr5",138178100,138180100,2001,"+","chr5.138178100.138180100","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179100,138179101,"+","KIF20A","chr5_138179100_138179101_KIF20A"
"64","chr5_138179105_138179106","chr5",138178105,138180105,2001,"+","chr5.138178105.138180105","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179105,138179106,"+","KIF20A","chr5_138179105_138179106_KIF20A"
"65","chr5_138179111_138179112","chr5",138178111,138180111,2001,"+","chr5.138178111.138180111","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179111,138179112,"+","KIF20A","chr5_138179111_138179112_KIF20A"
"66","chr5_138179116_138179117","chr5",138178116,138180116,2001,"+","chr5.138178116.138180116","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179116,138179117,"+","KIF20A","chr5_138179116_138179117_KIF20A"
"67","chr5_138179159_138179160","chr5",138178159,138180159,2001,"+","chr5.138178159.138180159","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179159,138179160,"+","KIF20A","chr5_138179159_138179160_KIF20A"
"68","chr5_138179160_138179161","chr5",138178160,138180160,2001,"+","chr5.138178160.138180160","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179160,138179161,"+","KIF20A","chr5_138179160_138179161_KIF20A"
"69","chr5_138179167_138179168","chr5",138178167,138180167,2001,"+","chr5.138178167.138180167","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179167,138179168,"+","KIF20A","chr5_138179167_138179168_KIF20A"
"70","chr5_138179168_138179169","chr5",138178168,138180168,2001,"+","chr5.138178168.138180168","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179168,138179169,"+","KIF20A","chr5_138179168_138179169_KIF20A"
"71","chr5_138179194_138179195","chr5",138178194,138180194,2001,"+","chr5.138178194.138180194","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179194,138179195,"+","KIF20A","chr5_138179194_138179195_KIF20A"
"72","chr5_138179220_138179221","chr5",138178220,138180220,2001,"+","chr5.138178220.138180220","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179220,138179221,"+","KIF20A","chr5_138179220_138179221_KIF20A"
"73","chr5_138184827_138184828","chr5",138183827,138185827,2001,"+","chr5.138183827.138185827","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138184827,138184828,"+","KIF20A","chr5_138184827_138184828_KIF20A"
"74","chr6_43770183_43770184","chr6",43769183,43771183,2001,"+","chr6.43769183.43771183","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770183,43770184,"+","VEGFA","chr6_43770183_43770184_VEGFA"
"75","chr6_43770210_43770211","chr6",43769210,43771210,2001,"+","chr6.43769210.43771210","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770210,43770211,"+","VEGFA","chr6_43770210_43770211_VEGFA"
"76","chr6_43770212_43770213","chr6",43769212,43771212,2001,"+","chr6.43769212.43771212","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770212,43770213,"+","VEGFA","chr6_43770212_43770213_VEGFA"
"77","chr6_43770706_43770707","chr6",43769706,43771706,2001,"+","chr6.43769706.43771706","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770706,43770707,"+","VEGFA","chr6_43770706_43770707_VEGFA"
"78","chr6_43770781_43770782","chr6",43769781,43771781,2001,"+","chr6.43769781.43771781","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770781,43770782,"+","VEGFA","chr6_43770781_43770782_VEGFA"
"79","chr6_43770792_43770793","chr6",43769792,43771792,2001,"+","chr6.43769792.43771792","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770792,43770793,"+","VEGFA","chr6_43770792_43770793_VEGFA"
"80","chr6_43771082_43771083","chr6",43770082,43772082,2001,"+","chr6.43770082.43772082","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771082,43771083,"+","VEGFA","chr6_43771082_43771083_VEGFA"
"81","chr6_43771152_43771153","chr6",43770152,43772152,2001,"+","chr6.43770152.43772152","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771152,43771153,"+","VEGFA","chr6_43771152_43771153_VEGFA"
"82","chr6_43771208_43771209","chr6",43770208,43772208,2001,"+","chr6.43770208.43772208","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771208,43771209,"+","VEGFA","chr6_43771208_43771209_VEGFA"
"83","chr6_43771246_43771247","chr6",43770246,43772246,2001,"+","chr6.43770246.43772246","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771246,43771247,"+","VEGFA","chr6_43771246_43771247_VEGFA"
"84","chr6_43771991_43771992","chr6",43770991,43772991,2001,"+","chr6.43770991.43772991","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771991,43771992,"+","VEGFA","chr6_43771991_43771992_VEGFA"
"85","chr6_43773171_43773172","chr6",43772171,43774171,2001,"+","chr6.43772171.43774171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43773171,43773172,"+","VEGFA","chr6_43773171_43773172_VEGFA"
"86","chr6_43774352_43774353","chr6",43773352,43775352,2001,"+","chr6.43773352.43775352","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43774352,43774353,"+","VEGFA","chr6_43774352_43774353_VEGFA"
"87","chr6_43777719_43777720","chr6",43776719,43778719,2001,"+","chr6.43776719.43778719","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43777719,43777720,"+","VEGFA","chr6_43777719_43777720_VEGFA"
"88","chr6_43778171_43778172","chr6",43777171,43779171,2001,"+","chr6.43777171.43779171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43778171,43778172,"+","VEGFA","chr6_43778171_43778172_VEGFA"
"89","chr7_116672050_116672051","chr7",116671050,116673050,2001,"+","chr7.116671050.116673050","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672050,116672051,"+","MET","chr7_116672050_116672051_MET"
"90","chr7_116672155_116672156","chr7",116671155,116673155,2001,"+","chr7.116671155.116673155","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672155,116672156,"+","MET","chr7_116672155_116672156_MET"
"91","chr7_116672195_116672196","chr7",116671195,116673195,2001,"+","chr7.116671195.116673195","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672195,116672196,"+","MET","chr7_116672195_116672196_MET"
"92","chr7_116672284_116672285","chr7",116671284,116673284,2001,"+","chr7.116671284.116673284","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672284,116672285,"+","MET","chr7_116672284_116672285_MET"
"93","chr7_116672389_116672390","chr7",116671389,116673389,2001,"+","chr7.116671389.116673389","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672389,116672390,"+","MET","chr7_116672389_116672390_MET"
"94","chr7_116724145_116724146","chr7",116723145,116725145,2001,"+","chr7.116723145.116725145","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116724145,116724146,"+","MET","chr7_116724145_116724146_MET"
"95","chr7_116769665_116769666","chr7",116768665,116770665,2001,"+","chr7.116768665.116770665","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116769665,116769666,"+","MET","chr7_116769665_116769666_MET"
"96","chr7_55109722_55109723","chr7",55108722,55110722,2001,"+","chr7.55108722.55110722","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55109722,55109723,"+","EGFR","chr7_55109722_55109723_EGFR"
"97","chr7_55163752_55163753","chr7",55162752,55164752,2001,"+","chr7.55162752.55164752","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55163752,55163753,"+","EGFR","chr7_55163752_55163753_EGFR"
"98","chr7_55192810_55192811","chr7",55191810,55193810,2001,"+","chr7.55191810.55193810","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55192810,55192811,"+","EGFR","chr7_55192810_55192811_EGFR"
"99","chr7_55198271_55198272","chr7",55197271,55199271,2001,"+","chr7.55197271.55199271","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55198271,55198272,"+","EGFR","chr7_55198271_55198272_EGFR"
"100","chr7_55200572_55200573","chr7",55199572,55201572,2001,"+","chr7.55199572.55201572","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55200572,55200573,"+","EGFR","chr7_55200572_55200573_EGFR"
