"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"22","chr12_25245584_25245585","chr12",25244584,25246584,2001,"+","chr12.25244584.25246584","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25245584,25245585,"+","KRAS","chr12_25245584_25245585_KRAS"
"23","chr12_25250443_25250444","chr12",25249443,25251443,2001,"+","chr12.25249443.25251443","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250443,25250444,"+","KRAS","chr12_25250443_25250444_KRAS"
"24","chr12_25250898_25250899","chr12",25249898,25251898,2001,"+","chr12.25249898.25251898","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250898,25250899,"+","KRAS","chr12_25250898_25250899_KRAS"
"25","chr12_25250907_25250908","chr12",25249907,25251907,2001,"+","chr12.25249907.25251907","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250907,25250908,"+","KRAS","chr12_25250907_25250908_KRAS"
"26","chr12_25250916_25250917","chr12",25249916,25251916,2001,"+","chr12.25249916.25251916","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250916,25250917,"+","KRAS","chr12_25250916_25250917_KRAS"
"27","chr12_25250926_25250927","chr12",25249926,25251926,2001,"+","chr12.25249926.25251926","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250926,25250927,"+","KRAS","chr12_25250926_25250927_KRAS"
"28","chr12_25250928_25250929","chr12",25249928,25251928,2001,"+","chr12.25249928.25251928","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250928,25250929,"+","KRAS","chr12_25250928_25250929_KRAS"
"29","chr12_25250934_25250935","chr12",25249934,25251934,2001,"+","chr12.25249934.25251934","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250934,25250935,"+","KRAS","chr12_25250934_25250935_KRAS"
"30","chr12_25250935_25250936","chr12",25249935,25251935,2001,"+","chr12.25249935.25251935","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250935,25250936,"+","KRAS","chr12_25250935_25250936_KRAS"
"31","chr14_55152643_55152644","chr14",55151643,55153643,2001,"+","chr14.55151643.55153643","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55152643,55152644,"+","DLGAP5","chr14_55152643_55152644_DLGAP5"
"32","chr14_55191171_55191172","chr14",55190171,55192171,2001,"+","chr14.55190171.55192171","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191171,55191172,"+","DLGAP5","chr14_55191171_55191172_DLGAP5"
"33","chr14_55191543_55191544","chr14",55190543,55192543,2001,"+","chr14.55190543.55192543","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191543,55191544,"+","DLGAP5","chr14_55191543_55191544_DLGAP5"
"34","chr14_55191560_55191561","chr14",55190560,55192560,2001,"+","chr14.55190560.55192560","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191560,55191561,"+","DLGAP5","chr14_55191560_55191561_DLGAP5"
"35","chr14_55191581_55191582","chr14",55190581,55192581,2001,"+","chr14.55190581.55192581","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191581,55191582,"+","DLGAP5","chr14_55191581_55191582_DLGAP5"
"36","chr14_55191584_55191585","chr14",55190584,55192584,2001,"+","chr14.55190584.55192584","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191584,55191585,"+","DLGAP5","chr14_55191584_55191585_DLGAP5"
"37","chr14_55191595_55191596","chr14",55190595,55192595,2001,"+","chr14.55190595.55192595","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191595,55191596,"+","DLGAP5","chr14_55191595_55191596_DLGAP5"
"38","chr14_55191597_55191598","chr14",55190597,55192597,2001,"+","chr14.55190597.55192597","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191597,55191598,"+","DLGAP5","chr14_55191597_55191598_DLGAP5"
"39","chr14_55191607_55191608","chr14",55190607,55192607,2001,"+","chr14.55190607.55192607","chr14",55033845,55260030,226186,"+","NM_015589.6","SAMD4A","chr14",55191607,55191608,"+","DLGAP5","chr14_55191607_55191608_DLGAP5"
"40","chr16_68770947_68770948","chr16",68769947,68771947,2001,"+","chr16.68769947.68771947","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68770947,68770948,"+","CDH1","chr16_68770947_68770948_CDH1"
"41","chr16_68801739_68801740","chr16",68800739,68802739,2001,"+","chr16.68800739.68802739","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68801739,68801740,"+","CDH1","chr16_68801739_68801740_CDH1"
"42","chr16_68808526_68808527","chr16",68807526,68809526,2001,"+","chr16.68807526.68809526","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68808526,68808527,"+","CDH1","chr16_68808526_68808527_CDH1"
"43","chr16_68812082_68812083","chr16",68811082,68813082,2001,"+","chr16.68811082.68813082","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68812082,68812083,"+","CDH1","chr16_68812082_68812083_CDH1"
"44","chr16_68823244_68823245","chr16",68822244,68824244,2001,"+","chr16.68822244.68824244","chr16",68771194,68869440,98247,"+","NM_001317184.2","CDH1","chr16",68823244,68823245,"+","CDH1","chr16_68823244_68823245_CDH1"
"45","chr17_64370244_64370245","chr17",64369244,64371244,2001,"+","chr17.64369244.64371244","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64370244,64370245,"+","PECAM1","chr17_64370244_64370245_PECAM1"
"46","chr17_64370414_64370415","chr17",64369414,64371414,2001,"+","chr17.64369414.64371414","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64370414,64370415,"+","PECAM1","chr17_64370414_64370415_PECAM1"
"47","chr17_64378866_64378867","chr17",64377866,64379866,2001,"+","chr17.64377866.64379866","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64378866,64378867,"+","PECAM1","chr17_64378866_64378867_PECAM1"
"48","chr17_64378873_64378874","chr17",64377873,64379873,2001,"+","chr17.64377873.64379873","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64378873,64378874,"+","PECAM1","chr17_64378873_64378874_PECAM1"
"49","chr17_64379091_64379092","chr17",64378091,64380091,2001,"+","chr17.64378091.64380091","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64379091,64379092,"+","PECAM1","chr17_64379091_64379092_PECAM1"
"50","chr17_64390591_64390592","chr17",64389591,64391591,2001,"+","chr17.64389591.64391591","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390591,64390592,"+","PECAM1","chr17_64390591_64390592_PECAM1"
"51","chr17_64390674_64390675","chr17",64389674,64391674,2001,"+","chr17.64389674.64391674","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390674,64390675,"+","PECAM1","chr17_64390674_64390675_PECAM1"
"52","chr17_64390684_64390685","chr17",64389684,64391684,2001,"+","chr17.64389684.64391684","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390684,64390685,"+","PECAM1","chr17_64390684_64390685_PECAM1"
"53","chr17_64390842_64390843","chr17",64389842,64391842,2001,"+","chr17.64389842.64391842","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390842,64390843,"+","PECAM1","chr17_64390842_64390843_PECAM1"
"54","chr17_64390859_64390860","chr17",64389859,64391859,2001,"+","chr17.64389859.64391859","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390859,64390860,"+","PECAM1","chr17_64390859_64390860_PECAM1"
"55","chr17_64390860_64390861","chr17",64389860,64391860,2001,"+","chr17.64389860.64391860","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390860,64390861,"+","PECAM1","chr17_64390860_64390861_PECAM1"
"56","chr17_64390861_64390862","chr17",64389861,64391861,2001,"+","chr17.64389861.64391861","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390861,64390862,"+","PECAM1","chr17_64390861_64390862_PECAM1"
"57","chr17_64390862_64390863","chr17",64389862,64391862,2001,"+","chr17.64389862.64391862","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64390862,64390863,"+","PECAM1","chr17_64390862_64390863_PECAM1"
"58","chr17_64391258_64391259","chr17",64390258,64392258,2001,"+","chr17.64390258.64392258","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64391258,64391259,"+","PECAM1","chr17_64391258_64391259_PECAM1"
"59","chr17_64391274_64391275","chr17",64390274,64392274,2001,"+","chr17.64390274.64392274","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64391274,64391275,"+","PECAM1","chr17_64391274_64391275_PECAM1"
"60","chr17_64391290_64391291","chr17",64390290,64392290,2001,"+","chr17.64390290.64392290","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64391290,64391291,"+","PECAM1","chr17_64391290_64391291_PECAM1"
"61","chr17_64393183_64393184","chr17",64392183,64394183,2001,"+","chr17.64392183.64394183","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64393183,64393184,"+","PECAM1","chr17_64393183_64393184_PECAM1"
"62","chr17_64398390_64398391","chr17",64397390,64399390,2001,"+","chr17.64397390.64399390","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64398390,64398391,"+","PECAM1","chr17_64398390_64398391_PECAM1"
"63","chr17_64398397_64398398","chr17",64397397,64399397,2001,"+","chr17.64397397.64399397","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64398397,64398398,"+","PECAM1","chr17_64398397_64398398_PECAM1"
"64","chr17_64413775_64413776","chr17",64412775,64414775,2001,"+","chr17.64412775.64414775","chr17",64298730,64806861,508132,"+","NM_002737.3","PRKCA","chr17",64413775,64413776,"+","PECAM1","chr17_64413775_64413776_PECAM1"
"65","chr17_7675118_7675119","chr17",7674118,7676118,2001,"+","chr17.7674118.7676118","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7675118,7675119,"+","TP53","chr17_7675118_7675119_TP53"
"66","chr17_7675492_7675493","chr17",7674492,7676492,2001,"+","chr17.7674492.7676492","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7675492,7675493,"+","TP53","chr17_7675492_7675493_TP53"
"67","chr17_7676593_7676594","chr17",7675593,7677593,2001,"+","chr17.7675593.7677593","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7676593,7676594,"+","TP53","chr17_7676593_7676594_TP53"
"68","chr17_7676776_7676777","chr17",7675776,7677776,2001,"+","chr17.7675776.7677776","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7676776,7676777,"+","TP53","chr17_7676776_7676777_TP53"
"69","chr17_7677438_7677439","chr17",7676438,7678438,2001,"+","chr17.7676438.7678438","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677438,7677439,"+","TP53","chr17_7677438_7677439_TP53"
"70","chr17_7677514_7677515","chr17",7676514,7678514,2001,"+","chr17.7676514.7678514","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677514,7677515,"+","TP53","chr17_7677514_7677515_TP53"
"71","chr17_7677555_7677556","chr17",7676555,7678555,2001,"+","chr17.7676555.7678555","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677555,7677556,"+","TP53","chr17_7677555_7677556_TP53"
"72","chr17_7677561_7677562","chr17",7676561,7678561,2001,"+","chr17.7676561.7678561","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677561,7677562,"+","TP53","chr17_7677561_7677562_TP53"
"73","chr17_7677577_7677578","chr17",7676577,7678577,2001,"+","chr17.7676577.7678577","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7677577,7677578,"+","TP53","chr17_7677577_7677578_TP53"
"74","chr17_7686159_7686160","chr17",7685159,7687159,2001,"+","chr17.7685159.7687159","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7686159,7686160,"+","TP53","chr17_7686159_7686160_TP53"
"75","chr17_7686412_7686413","chr17",7685412,7687412,2001,"+","chr17.7685412.7687412","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7686412,7686413,"+","TP53","chr17_7686412_7686413_TP53"
"76","chr17_7687426_7687427","chr17",7686426,7688426,2001,"+","chr17.7686426.7688426","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687426,7687427,"+","TP53","chr17_7687426_7687427_TP53"
"77","chr17_7687480_7687481","chr17",7686480,7688480,2001,"+","chr17.7686480.7688480","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687480,7687481,"+","TP53","chr17_7687480_7687481_TP53"
"78","chr17_7687486_7687487","chr17",7686486,7688486,2001,"+","chr17.7686486.7688486","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687486,7687487,"+","TP53","chr17_7687486_7687487_TP53"
"79","chr17_7687489_7687490","chr17",7686489,7688489,2001,"+","chr17.7686489.7688489","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687489,7687490,"+","TP53","chr17_7687489_7687490_TP53"
"80","chr17_7687490_7687491","chr17",7686490,7688490,2001,"+","chr17.7686490.7688490","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687490,7687491,"+","TP53","chr17_7687490_7687491_TP53"
"81","chr17_7687510_7687511","chr17",7686510,7688510,2001,"+","chr17.7686510.7688510","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687510,7687511,"+","TP53","chr17_7687510_7687511_TP53"
"82","chr17_7687522_7687523","chr17",7686522,7688522,2001,"+","chr17.7686522.7688522","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687522,7687523,"+","TP53","chr17_7687522_7687523_TP53"
"83","chr17_7687537_7687538","chr17",7686537,7688537,2001,"+","chr17.7686537.7688537","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687537,7687538,"+","TP53","chr17_7687537_7687538_TP53"
"84","chr17_7687545_7687546","chr17",7686545,7688545,2001,"+","chr17.7686545.7688545","chr17",7621061,7737060,116000,"+","NM_020877.5","DNAH2","chr17",7687545,7687546,"+","TP53","chr17_7687545_7687546_TP53"
"85","chr19_1205748_1205749","chr19",1204748,1206748,2001,"+","chr19.1204748.1206748","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205748,1205749,"+","STK11","chr19_1205748_1205749_STK11"
"86","chr19_1205756_1205757","chr19",1204756,1206756,2001,"+","chr19.1204756.1206756","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205756,1205757,"+","STK11","chr19_1205756_1205757_STK11"
"87","chr19_1205766_1205767","chr19",1204766,1206766,2001,"+","chr19.1204766.1206766","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205766,1205767,"+","STK11","chr19_1205766_1205767_STK11"
"88","chr19_1205767_1205768","chr19",1204767,1206767,2001,"+","chr19.1204767.1206767","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205767,1205768,"+","STK11","chr19_1205767_1205768_STK11"
"89","chr19_1205768_1205769","chr19",1204768,1206768,2001,"+","chr19.1204768.1206768","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205768,1205769,"+","STK11","chr19_1205768_1205769_STK11"
"90","chr19_1205770_1205771","chr19",1204770,1206770,2001,"+","chr19.1204770.1206770","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205770,1205771,"+","STK11","chr19_1205770_1205771_STK11"
"91","chr19_1205777_1205778","chr19",1204777,1206777,2001,"+","chr19.1204777.1206777","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205777,1205778,"+","STK11","chr19_1205777_1205778_STK11"
"92","chr19_1205778_1205779","chr19",1204778,1206778,2001,"+","chr19.1204778.1206778","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205778,1205779,"+","STK11","chr19_1205778_1205779_STK11"
"93","chr19_1205780_1205781","chr19",1204780,1206780,2001,"+","chr19.1204780.1206780","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205780,1205781,"+","STK11","chr19_1205780_1205781_STK11"
"94","chr19_1205785_1205786","chr19",1204785,1206785,2001,"+","chr19.1204785.1206785","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1205785,1205786,"+","STK11","chr19_1205785_1205786_STK11"
"95","chr19_1206185_1206186","chr19",1205185,1207185,2001,"+","chr19.1205185.1207185","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206185,1206186,"+","STK11","chr19_1206185_1206186_STK11"
"96","chr19_1206221_1206222","chr19",1205221,1207221,2001,"+","chr19.1205221.1207221","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206221,1206222,"+","STK11","chr19_1206221_1206222_STK11"
"97","chr19_1206815_1206816","chr19",1205815,1207815,2001,"+","chr19.1205815.1207815","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206815,1206816,"+","STK11","chr19_1206815_1206816_STK11"
"98","chr19_1206823_1206824","chr19",1205823,1207823,2001,"+","chr19.1205823.1207823","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206823,1206824,"+","STK11","chr19_1206823_1206824_STK11"
"99","chr19_1206868_1206869","chr19",1205868,1207868,2001,"+","chr19.1205868.1207868","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1206868,1206869,"+","STK11","chr19_1206868_1206869_STK11"
"100","chr19_1207090_1207091","chr19",1206090,1208090,2001,"+","chr19.1206090.1208090","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1207090,1207091,"+","STK11","chr19_1207090_1207091_STK11"
"101","chr19_1220012_1220013","chr19",1219012,1221012,2001,"+","chr19.1219012.1221012","chr19",1205776,1228430,22655,"+","NM_000455.5","STK11","chr19",1220012,1220013,"+","STK11","chr19_1220012_1220013_STK11"
"102","chr20_45812575_45812576","chr20",45811575,45813575,2001,"+","chr20.45811575.45813575","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812575,45812576,"+","UBE2C","chr20_45812575_45812576_UBE2C"
"103","chr20_45812613_45812614","chr20",45811613,45813613,2001,"+","chr20.45811613.45813613","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812613,45812614,"+","UBE2C","chr20_45812613_45812614_UBE2C"
"104","chr20_45812634_45812635","chr20",45811634,45813634,2001,"+","chr20.45811634.45813634","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812634,45812635,"+","UBE2C","chr20_45812634_45812635_UBE2C"
"105","chr20_45812638_45812639","chr20",45811638,45813638,2001,"+","chr20.45811638.45813638","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812638,45812639,"+","UBE2C","chr20_45812638_45812639_UBE2C"
"106","chr20_45812643_45812644","chr20",45811643,45813643,2001,"+","chr20.45811643.45813643","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812643,45812644,"+","UBE2C","chr20_45812643_45812644_UBE2C"
"107","chr20_45812657_45812658","chr20",45811657,45813657,2001,"+","chr20.45811657.45813657","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812657,45812658,"+","UBE2C","chr20_45812657_45812658_UBE2C"
"108","chr20_45812673_45812674","chr20",45811673,45813673,2001,"+","chr20.45811673.45813673","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45812673,45812674,"+","UBE2C","chr20_45812673_45812674_UBE2C"
"109","chr20_45813005_45813006","chr20",45812005,45814005,2001,"+","chr20.45812005.45814005","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45813005,45813006,"+","UBE2C","chr20_45813005_45813006_UBE2C"
"110","chr20_45814409_45814410","chr20",45813409,45815409,2001,"+","chr20.45813409.45815409","chr20",45523481,45817492,294012,"+","NM_172110.4","EYA2","chr20",45814409,45814410,"+","UBE2C","chr20_45814409_45814410_UBE2C"
"111","chr3_50267541_50267542","chr3",50266541,50268541,2001,"+","chr3.50266541.50268541","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267541,50267542,"+","SEMA3B","chr3_50267541_50267542_SEMA3B"
"112","chr3_50267542_50267543","chr3",50266542,50268542,2001,"+","chr3.50266542.50268542","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267542,50267543,"+","SEMA3B","chr3_50267542_50267543_SEMA3B"
"113","chr3_50267557_50267558","chr3",50266557,50268557,2001,"+","chr3.50266557.50268557","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267557,50267558,"+","SEMA3B","chr3_50267557_50267558_SEMA3B"
"114","chr3_50267597_50267598","chr3",50266597,50268597,2001,"+","chr3.50266597.50268597","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267597,50267598,"+","SEMA3B","chr3_50267597_50267598_SEMA3B"
"115","chr3_50267607_50267608","chr3",50266607,50268607,2001,"+","chr3.50266607.50268607","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267607,50267608,"+","SEMA3B","chr3_50267607_50267608_SEMA3B"
"116","chr3_50267651_50267652","chr3",50266651,50268651,2001,"+","chr3.50266651.50268651","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267651,50267652,"+","SEMA3B","chr3_50267651_50267652_SEMA3B"
"117","chr3_50267652_50267653","chr3",50266652,50268652,2001,"+","chr3.50266652.50268652","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50267652,50267653,"+","SEMA3B","chr3_50267652_50267653_SEMA3B"
"118","chr3_50268663_50268664","chr3",50267663,50269663,2001,"+","chr3.50267663.50269663","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268663,50268664,"+","SEMA3B","chr3_50268663_50268664_SEMA3B"
